SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,R&D,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.
326285,CONAGRA FOODS INC /DE/,CAG,US2058871029,11184700000,1830700000,1298800000,1609899999,12.56542,0.05852,33.47,16063821572,3462644.64286,-8005500000,487600000,3179200000,-1348500000,-1403000000,,2218400000,730500000,2702100000,9005700000,8631400000,-298400001,1468099999,-340300000,-298200000,-1609600000,0.28425,0.16368,0.11612,0.15047,1.23953
378120,ConocoPhillips,COP,US20825C1045,30912000000,4177000000,1851000000,7582000000,40.77041,0.02167,58.92,79461692040,7472211.54762,-11768000000,1213007000,19144000000,-14967000000,-705000000,-1313000000,10882000000,1205000000,17172000000,20010000000,44276000000,-154000000,8871000000,-2140000000,-1179000000,-3047000000,0.61931,0.13513,0.05988,0.04181,4.09616
378121,Consolidated Edison,ED,US2091151041,12941000000,2645000000,1120000000,3580000000,22.11509,0.0178,73.07,25049364762,2050163.69048,-2586000000,338975000,10355000000,-7710000000,,,4619000000,1347000000,5110000000,23013000000,20053000000,-1573000000,2411000000,-4292000000,1387000000,1714000000,0.80017,0.20439,0.08655,0.05585,3.19643
256994,"CONSTELLATION BRANDS, INC.",STZ,US21036P1084,8678000000,2902500002,1267800002,2775700002,32.84059,0.0484,214.85,41554997470,1126240.64286,-4080999998,193787750,4597000002,-1694500000,-1694500000,,3201300002,529400000,3313100000,10444200000,12597600000,13500000,2836000000,94600000,-392700000,-2734100000,0.52973,0.33447,0.14609,0.10064,2.18938
101392,"CONTINENTAL RESOURCES, INC",CLR,US2120151012,3980950000,836473000,377048000,1494115000,40.13143,0.02534,41.97,15425427078,1688099.47619,-654381000,360530750,3326569000,-2490096000,-237008000,-11071000,2870543000,5819000,1291644000,4746862000,6955674000,-243462000,2491852000,-1263629000,6701000,-1084841000,0.83562,0.21012,0.09471,0.05421,3.96267
186450,COOPER COMPANIES INC,COO,US2166484020,2845000000,477300000,2915599999,-1973599999,7.36751,0.30337,109.15,21526165694,1016851.71429,-967100000,196600000,1877900000,-1400600000,-1163700000,-92700000,786300000,440100000,1474600000,1620000000,6785400000,-51500000,782400000,-527500000,-19800001,-272900001,0.66007,0.16777,1.02482,0.42969,-0.67691
287342,COPART INC,CPRT,US2172041061,2469540000,1040641000,846054000,906844000,40.17559,0.19759,35.99,34057840572,3834087.2381,-1233501000,940986000,1236039000,-195398000,-195398000,,1161283000,,1499371000,397633000,3249377000,34655000,1029122000,-476159000,49693000,46975000,0.50051,0.42139,0.3426,0.26037,1.07185
261761,CORNING INC /NY,GLW,US2193501051,13142000000,1810000000,924000000,2792000000,31.68006,0.031,38.39,32683588780,4134848.16667,-8457000000,784000000,4685000000,-2875000000,-1816000000,-927000000,3327000000,353000000,7648000000,7378000000,12142000000,201000000,2876000000,-941000000,192000000,-1846000000,0.35649,0.13773,0.07031,0.0761,3.02165
1169062,"Corteva, Inc.",CTVA,US22052L1044,14875000000,1115000000,1153000000,2333000000,27.0766,0.02779,41.87,30862418870,3132531.04762,-8839000000,745625000,6036000000,-4921000000,-3052000000,-1163000000,2326000000,677000000,14285000000,1778000000,25625000000,397000000,2212000000,-439000000,-395000000,-1860000000,0.40578,0.07496,0.07751,0.045,2.02342
486790,COSTAR GROUP INC,CSGP,US22160N1090,1808043000,334239000,229335000,301765000,150.47981,0.03241,89.38,35225052166,1625268.28571,-334333000,386107500,1473710000,-1139471000,-889007000,-177662000,467464000,,3817931000,987325000,5527227000,-66921000,457749000,-561928000,-1647544000,229801000,0.81509,0.18486,0.12684,0.04149,1.31583
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,186637000000,6362000000,4726000000,8851000000,43.0548,0.08252,459.51,203023005750,1596983.09524,-162352000000,443004750,24285000000,-17923000000,-17856000000,,8089000000,92000000,27916000000,7587000000,16974000000,2639000000,10260000000,-3321000000,-452000000,-7687000000,0.13012,0.03409,0.02532,0.27843,1.87283
378102,Coterra Energy Inc.,CTRA,US1270971039,1532166000,384935000,273063000,371447000,28.35138,0.05923,19.41,7752737309,7903101.45238,-627387000,398851750,904779000,-519844000,-100988000,-13645000,766778000,100000000,396066000,1046316000,2299895000,62477000,906371000,-518938000,0,-347261000,0.59052,0.25124,0.17822,0.11873,1.3603
376164,COTY INC.,COTY,US2220702037,4629900000,153800000,-303214050,144660371,-21.02103,-0.02218,8.35,6396649104,8297314.83333,-1861700000,764625000,2768200000,-2614400000,-2363200000,,576594028,125864257,1783100000,5526970130,3890145273,-231900000,318700000,2441900000,227021832,-2795100000,0.5979,0.03322,-0.0656,-0.07811,-0.47629
811353,Coupa Software Inc,COUP,US22266L1061,642683000,-257159000,-314009000,-220269000,-55.85958,-0.10156,244.55,17980617740,1090120.40476,-289371000,71725250,353312000,-610471000,-447924000,-162547000,-134828000,626819000,856585000,1560258000,965609000,-11750000,112298000,-608440000,33067000,26469000,0.54975,-0.40013,-0.48859,-0.32519,0.70147
10383300,"Coupang, Inc.",CPNG,US22266T1097,15624974000,-1129391000,-1069388000,-1408565000,-21.17622,-0.12472,29.72,51805199480,10518430.04762,-13117767000,761965000,2507207000,-3636598000,-3636598000,,-960801000,888636000,6028173000,1965009000,2802629000,250639000,74378000,-727498000,3501565000,3681080000,0.16046,-0.07228,-0.06844,-0.38157,1.31717
791051,CRISPR Therapeutics AG,CRSP,CH0334081137,1239420000,40140183000,36634360000,9358365000,0.23619,12.63463,124.52,9473288968,1034911.2381,,73094759,,38900763000,16267986000,22632777000,35872735000,,2620943000,0,2603795000,-32880491000,81921973000,5593296000,-89386414000,-89386414000,,32.38626,29.55766,14.0696,0.25545
128143,"Crocs, Inc.",CROX,US2270461096,1874113000,477796000,662571000,417630000,15.91484,0.44355,155.18,9680438760,1441656.78571,-789860000,67101750,1084253000,-606457000,-606457000,,507665000,,678515000,386383000,358764000,164874000,469001000,-39075000,-493292000,-382259000,0.57854,0.25495,0.35354,1.84682,0.63032
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,1137922000,-118712000,-185900000,188499000,-314.71239,-0.05928,263.09,59408515490,3833729.80952,-297196000,222376500,840726000,-959438000,-667194000,-292244000,-67178000,,2252025000,738772000,911401000,276532000,458972000,-541797000,66153000,804499000,0.73883,-0.10432,-0.16337,-0.20397,-1.01398
378122,Crown Castle International Corp.,CCI,US22822V1017,6047000000,2149000000,1063000000,2216000000,75.73526,0.02728,188.54,81449280000,1461449.2381,-1965000000,430750000,4082000000,-1933000000,-672000000,,3772000000,71000000,1329000000,20085000000,8713000000,-206000000,3017000000,-1467000000,-70000000,-3700000000,0.67505,0.35538,0.17579,0.122,2.08467
248102,CSX CORP,CSX,US1264081035,11276000000,4781000000,3375000000,5767000000,20.56365,0.08434,30.31,68333773760,9402888.95238,-5107000000,2282500000,6169000000,-1388000000,,,6169000000,122000000,4573000000,16351000000,13434000000,-115000000,4478000000,-1173000000,-1503000000,-2710000000,0.54709,0.424,0.29931,0.25123,1.70874
120498,CUMMINS INC,CMI,US2310211063,23151000000,2333000000,2205000000,3524000000,15.22838,0.09753,227.69,33288864985,1066939.97619,-17477000000,147475000,5674000000,-3341000000,-2283000000,-1015000000,3010000000,257000000,11931000000,3877000000,8793000000,436000000,3320000000,-631000000,-1067000000,-1902000000,0.24509,0.10077,0.09524,0.25077,1.59819
256275,CVS HEALTH Corp,CVS,US1266501006,278323000000,13676000000,7203000000,,15.56049,0.03116,85.51,148958420000,5451217.7619,-228952000000,1313500000,49371000000,-35695000000,,,,60000000,56559000000,59354000000,73565000000,,14180000000,-5578000000,428000000,-16410000000,0.17739,0.04914,0.02588,0.09791,
378124,D. R. Horton,DHI,US23331A1097,26065200000,4654900000,3665800000,9164800000,12.44242,0.16821,90.8,108757611792,2561433.64286,-18949500000,1207261318,7115700000,-2460800000,-2460800000,,4734600000,,20929800000,4452800000,14125000000,3467100000,798200000,-272600000,-730600000,-929200000,0.273,0.17859,0.14064,0.25953,2.50008
89750,DANAHER CORP /DE/,DHR,US2358511028,26719500000,6690900000,5446800000,8272200000,42.31498,0.06981,324.53,231480390383,1973224.71429,-10889900000,712575000,15829600000,-9138700000,-7594300000,-1544400000,8718000000,23000000,15392000000,20423000000,42766000000,-607500000,7935000000,-2969700000,-1558700000,-3327500000,0.59244,0.25041,0.20385,0.12736,1.51873
18842731,Daqo New Energy Corp.,DQ,US23703Q2030,675602000,187855000,129195000,,149.42157,0.10426,61.93,22619028446,2426937.95238,-441610000,355087013,233992000,-46137000,-39472000,-6856000,,119786000,180271000,243008000,798915000,31832325000000,79126647000000,-74132349000000,-1074381000000,2541645000000,0.34635,0.27806,0.19123,0.16171,
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,7196100000,657000000,629300000,699600000,30.93436,0.05906,149.43,19551820776,1490753.5,-5702600000,130275000,1493500000,-836500000,-485600000,,1007900000,,1871100000,929800000,2813099999,-2900000,1193500001,-263700000,800000,-478900000,0.20754,0.0913,0.08745,0.2237,1.11171
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,4115793000,326783000,494218000,503155000,24.45676,0.08472,75.46,12294320500,1354801.07143,-3060417000,160177175,1055376000,-728593000,-388640000,,745270000,41603000,1022580000,1435401000,3183810000,-2734000,797744000,-378908000,-75563000,-430911000,0.25642,0.0794,0.12008,0.15523,1.01808
963381,"Datadog, Inc.",DDOG,US23804L1035,764304000,-40921000,-53740000,5170000,-810.56351,-0.02588,143.13,44138923055,2904435.04762,-178605000,304336500,585699000,-626620000,-328437000,-298183000,-23001000,,1642386000,733805000,912879000,24904000,163471000,-153553000,32196000,31296000,0.76632,-0.05354,-0.07031,-0.05887,-0.0962
1054410,DECKERS OUTDOOR CORP,DECK,US2435371073,2767150000,573736000,438672000,741227000,27.82016,0.19145,72.5,12098665005,2064339.28571,-1275123000,168045000,1492027000,-918291000,-918291000,,614961000,,1726198000,0,1418987000,32173000,538716000,-38472000,-173214000,-211766000,0.53919,0.20734,0.15853,0.30914,1.68971
373449,DEERE & CO,DE,US2441991054,42428000000,8167000000,5439000000,13338000000,20.11648,0.06741,349.09,108895864896,1610053,-27778000000,313425000,14650000000,-6483000000,-3458000000,-1580000000,10240000000,15681000000,58437000000,47961000000,15733000000,174000000,7740000000,-4904000000,-1911000000,-3555000000,0.34529,0.19249,0.12819,0.34571,2.45229
59180,Dell Technologies Inc.,DELL,US24703L2025,100203000000,6053000000,3777000000,13029000000,20.20734,0.03079,50.95,76912803754,3663306.83333,-69152000000,1491588000,31051000000,-24998000000,-19456000000,-5542000000,11266000000,6427000000,43555000000,43594000000,9943000000,3006000000,12834000000,-239000000,-1351000000,-12088000000,0.30988,0.06041,0.03769,0.37987,3.44956
231789,DELTA AIR LINES INC /DE/,DAL,US2473617023,18311000000,-8732000000,-6659000000,,-3.82939,-0.08842,40.11,25656818233,10600664.5,-23387000000,635750000,-5076000000,-3656000000,404000000,,,4110000000,19666000000,36422000000,1281000000,,-1304000000,-2226000000,0,3170000000,-0.27721,-0.47687,-0.36366,-5.19828,
378126,Dentsply Sirona,XRAY,US24906P1093,4071100000,768100000,368300000,1091600000,36.35479,0.03927,61.23,13367618549,1221998.42857,-1881000000,218600000,2190100000,-1422000000,-1345000000,-77000000,1119800000,305000000,1785000000,2251000000,5077000000,-19100000,733600000,-1404400000,-39400000,-116200000,0.53796,0.18867,0.09047,0.07254,2.96389
1088259,Deutsche Bank AG,DBK.DE,n/a,29698929646,4538510452,2649535879,27739929727,10.29558,0.00167,12.97,27190308000,7259823.19048,,2103200000,,,,,8024171312,75487261230,,255062248112,78539598926,18991338818,24865287516,12522131904,1238646400,2848795754,,0.15282,0.08921,0.03374,10.46973
854468,Deutsche Post,DPW.DE,DE0005552004,87742401003,8659310101,5496524242,11469318344,15.5192,0.07913,69.12,85247999977,2019538.69048,-44868030068,1237168394,42874370935,-36670915960,,,13129249444,4186579160,23371153724,23114685113,19815511429,9281126,11888598092,-4099823133,-377748859,-8476852160,0.48864,0.09869,0.06264,0.27738,2.08665
1099105,Deutsche Telekom,DTE.DE,DE0005557508,127372067755,18099116204,6292845522,17602816471,15.33887,0.01932,20.35,96540400000,6953357.78571,-53272295497,4743250000,74099772257,-59387472659,-22171961901,,51522442398,14330936199,39408268431,132075314377,92712800910,-4398940488,36902921574,-33011927101,,-9727076628,0.58176,0.1421,0.04941,0.06787,2.79727
1105024,Deutsche Wohnen,DWNI.DE,DE000A0HN5C6,1724594012,813411666,1581531579,1755183382,11.92925,0.04273,52.74,17870746162,1510555.7619,-611966982,357726250,1112627028,-332850128,-270361629,,860462265,300594615,1799831354,13524708752,16923091186,-279172937,613870823,-1112682022,-344193708,351670632,0.64515,0.47165,0.91705,0.09345,1.1098
122079,DEVON ENERGY CORP/DE,DVN,US25179M1036,6526000000,388000000,275000000,247000000,48.20564,0.01371,29.79,20167830000,9886278.52381,-1544000000,518750000,4982000000,-4594000000,-2942000000,-49000000,1991000000,,3076000000,6502000000,8535000000,-50000000,2470000000,-1000000000,0,-1986000000,0.76341,0.05945,0.04214,0.03222,0.89818
352596,DEXCOM INC,DXCM,US2521311074,2169900000,345000000,530600000,-323700001,101.37964,0.11781,140.78,54453704000,2357734.19048,-669400000,384900000,1500500000,-1155500000,-710100000,-445400000,428199999,18800000,3474200000,1729500000,1997600000,-167100000,408999999,217700000,17300000,0,0.69151,0.15899,0.24453,0.26562,-0.61006
896740,"Diamondback Energy, Inc.",FANG,US25278X1090,4354000000,2081000000,-1321000000,1590000000,-10.07142,-0.05914,82.62,14954002544,2316725.2381,-132000000,161030500,4222000000,-2141000000,-105000000,,3249000000,,1142000000,7360000000,11890000000,50000000,2523000000,-1464000000,0,-722000000,0.96968,0.47795,-0.3034,-0.1111,-1.20363
179423,DICKS SPORTING GOODS INC,DKS,US2533931026,11730980000,1675655000,1254095000,2317122000,9.00134,0.14954,133.34,11812309386,2545528.47619,-7440771000,84607500,4290209000,-2614554000,-2600842000,,1996923000,,4418936000,433456000,3005375000,207465000,1706843000,-307056000,-95355000,-224319000,0.36572,0.14284,0.1069,0.41728,1.84764
826035,"Digital Turbine, Inc.",APPS,US25400W1027,467182000,67742000,59228000,-7666000,100.23807,0.04159,66.86,6239099937,4233563.69048,-289028000,88796000,178154000,-110412000,-79154000,-31258000,81957000,20415000,323786000,254245000,526775000,-68093000,27786000,-159533000,,199415000,0.38134,0.145,0.12678,0.11244,-0.12943
1202261,"DigitalOcean Holdings, Inc.",DOCN,US25402D1028,366148000,-4458000,-29591000,-39175000,-172.14064,-0.03232,82.21,8824433320,2540018.30952,-158333000,61961000,207815000,-212273000,-122387000,-89886000,77935000,,629117000,0,858084000,-11412000,101417000,-106133000,682904000,455522000,0.56757,-0.01218,-0.08082,-0.03448,1.32388
378127,Discover Financial Services,DFS,US2547091080,11912000000,6275000000,4780000000,7694000000,7.9409,0.04307,123.64,37696293838,1508924.52381,,307000000,,,,,6762000000,,,19350000000,13171000000,-277000000,5985000000,3062000000,-667000000,-7846000000,,0.52678,0.40128,0.36292,1.60962
741324,DISH Network CORP,DISH,US25470M1099,18073769000,3572201000,2538502000,4406280000,8.7958,0.06407,42.48,22401616704,1718260.59524,-11441169000,526470000,6632600000,-3060399000,-1935504000,,4344584000,76349000,6604640000,16239958000,14725675000,-278960000,3852779000,-4682518000,43431000,2089917000,0.36697,0.19765,0.14045,0.17239,1.73578
810159,DOCUSIGN INC,DOCU,US2561631068,1794743000,-106715000,-164758000,-34672000,-326.31728,-0.06994,277.74,54636542586,2357895.54762,-418433000,191384500,1376310000,-1483025000,-1149461000,-333564000,-26604000,2032000,1182789000,732304000,211876000,45170000,432942000,-114021000,62521000,-207048000,0.76686,-0.05946,-0.0918,-0.77762,0.21044
80798,DOLLAR GENERAL CORP,DG,US2566771059,33665311000,3403772000,2531771000,2529825000,21.1448,0.09933,222.11,51820532520,1467609.04762,-22867049000,241023750,10798262000,-7394490000,-7394490000,,4012074000,,5992718000,4156765000,6137135000,-1075407000,2286368000,-1118455000,-3501966000,-3813851000,0.32075,0.10111,0.0752,0.41253,0.99923
378128,Dollar Tree,DLTR,US2567461080,25767800000,2069200000,1489700000,2543600000,13.8983,0.07286,89.31,20086878931,3095126.04762,-17859600000,233300000,7908200000,-5839000000,-5839000000,,2771000000,,4648100000,3229500000,7011700000,204400000,2015400000,-870100000,11800000,-2176100000,0.3069,0.0803,0.05781,0.21246,1.70746
189087,DOMINION RESOURCES INC /VA/,D,US25746U1097,14036000000,3772000000,2331000000,-2613000000,25.90066,0.02379,74.12,59779583858,3161952.88095,-3162000000,814550000,10874000000,-7102000000,,,6469000000,5124000000,6923000000,39709000000,26884000000,-3557000000,4331000000,-3350000000,-2972000000,-1419000000,0.77472,0.26874,0.16607,0.08671,-1.12098
1200821,"DoorDash, Inc.",DASH,US25809K1051,4162000000,-538000000,-567000000,-192000000,-103.80765,-0.09172,222.91,75329408274,3137272.38095,-1969000000,196825500,2193000000,-2731000000,-2168000000,-432000000,-407000000,,5179000000,0,4619000000,342000000,585000000,-1065000000,3315000000,2790000000,0.52691,-0.12926,-0.13623,-0.12275,0.33862
378129,Dow Inc.,DOW,US2605571031,46185000000,5060000000,4103000000,6818000000,10.45813,0.06643,57.75,43138640276,4152367.16667,-38308000000,743025000,7877000000,-2817000000,-1586000000,-829000000,7972000000,648000000,20352000000,15741000000,16153000000,-1367000000,5110000000,-1075000000,78000000,-4385000000,0.17055,0.10956,0.08884,0.25401,1.66171
11794940,"Doximity, Inc.",DOCS,US26622P1075,243178000,76095000,121586000,90687000,68.92731,0.14646,95.67,8380596330,2156515.7619,-31307000,87599000,211871000,-135776000,-88705000,-47071000,80182000,,790597000,0,728452000,5080000,107388000,-113030000,560596000,557360000,0.87126,0.31292,0.49999,0.16691,0.74587
1085359,DraftKings Inc.,DKNG,US26142R1041,1064940000,-1263040000,-903075627,-424767803,-26.8908,-0.20706,60.42,24255427740,11196993.45238,-626074000,377717000,438866000,-1701906000,-1702436544,-238837000,-1150758000,13316539,3056964000,1323219418,2205352000,197128925,-366451865,-129268000,763433774,1937110000,0.4121,-1.18602,-0.8475,-0.40925,0.47064
808182,"DROPBOX, INC.",DBX,US26210C1045,2033700000,225800001,-177499999,351900001,-70.8262,-0.05333,30.7,11865550000,3826663.66667,-425400000,403025000,1608300000,-1382499999,-655899999,-726600000,377000001,113900000,2067300000,1656300000,-94800000,9100000,707200000,-421200000,-834100000,260900000,0.79082,0.11103,-0.08728,1.87236,-1.98254
191249,Duke Energy CORP,DUK,US26441C2044,24406000000,5610000000,2892000000,1716000000,25.9945,0.01749,99.67,76668053345,2748156,-12578000000,754250000,11828000000,-6218000000,,,11198000000,8272000000,8985000000,65682000000,49545000000,-105000000,9372000000,-10747000000,2693000000,1299000000,0.48463,0.22986,0.1185,0.05837,0.59336
446513,Duke Realty Corp,DRE,US2644115055,1089302000,557106000,495818000,-118188000,37.14931,0.05037,49.43,18535521896,1558647.57143,-86884000,372634000,1002418000,-696009000,-151662000,,866812000,,82442000,3714152000,5514909000,69745000,617228000,-1117782000,298395000,495131000,0.92024,0.51143,0.45517,0.08991,-0.23837
125293,"Dun & Bradstreet Holdings, Inc.",DNB,US26484T1060,1947600000,147300000,-86700000,382900001,-80.12383,-0.00879,17.56,7575547343,1724290.95238,-595700000,424225000,1351900000,-1204600000,-632600000,,719300000,28100000,624200000,3573900000,3648600000,-131600000,373700001,-818299999,,518700000,0.69414,0.07563,-0.04452,-0.02376,-4.41638
546332,"DUPONT DE NEMOURS, INC.",DD,US26614N1028,18459000000,2292000000,6015000000,4220000000,8.04294,0.13122,68.91,36669928374,2403497.66667,-12080000000,650675000,6379000000,-4087000000,-1976000000,-719000000,4564000000,,10492000000,10627000000,27464000000,478000000,3393000000,-183000000,-1012000000,-3068000000,0.34558,0.12417,0.32586,0.21901,0.70158
740485,DXC Technology Co,DXC,US23355L1061,17368000000,-51000000,334000000,1351000000,27.37563,0.01601,35.96,9162858497,2117078.33333,-13712000000,254267500,3656000000,-3707000000,-1910000000,,1868000000,817000000,7541000000,4933000000,5386000000,-1200000000,-24000000,5037000000,-38000000,-8128000000,0.2105,-0.00294,0.01923,0.06201,4.04491
1251549,"Dynatrace, Inc.",DT,US2681501092,757741000,89089000,76143000,210643000,264.27916,0.03439,71.55,20340688128,1373436.71429,-137999000,281244000,619742000,-530653000,-374420000,-122635000,149431000,,638046000,362404000,1158954000,72329000,266900000,-15827000,33084000,-116916000,0.81788,0.11757,0.10049,0.0657,2.76641
854469,E.ON,EOAN.DE,DE000ENAG999,75591184674,5588712298,3826949103,3157535847,8.1433,0.03174,12.72,33161040000,5430503.16667,-61247927352,2450000000,14343257322,-24858678112,-7011932605,,10670373015,3080031490,27874405395,40241490398,17412171767,-3746768294,6100449993,-3180143045,-70779309,-2649146342,0.18975,0.07393,0.05063,0.21979,0.82508
124922,Eaton Corp plc,ETN,IE00B8KQN827,19120000000,2398000000,1885000000,3344000000,33.38215,0.05122,157.53,62791458000,1570136.33333,-12958000000,399075000,6162000000,-3764000000,-3190000000,-574000000,3249000000,3381000000,9789000000,12102000000,15451000000,328000000,2761000000,-4986000000,-299000000,2229000000,0.32228,0.12542,0.09859,0.122,1.77401
104109,EBAY INC,EBAY,US2786421030,11165000000,3267000000,12884000000,3987000000,3.91286,0.40486,74.11,48175635709,7260372.42857,-2893000000,684750000,8272000000,-5005000000,-3729000000,-1254000000,3818000000,761000000,20061000000,9092000000,13016000000,-95000000,2972000000,1280000000,-2743000000,-3069000000,0.74089,0.29261,1.15396,0.98986,0.30945
378134,Edison International,EIX,US2810201077,14076000000,2933000000,815000000,-3843000000,26.78466,0.01145,57.75,21912547561,1740212.83333,-5065000000,378000000,9011000000,-6078000000,,,5047000000,3236000000,4921000000,26127000000,17313000000,-3134000000,-736000000,-4994000000,-269000000,5289000000,0.64017,0.20837,0.0579,0.04707,-4.71534
108955,Edwards Lifesciences Corp,EW,US28176E1082,4925200000,1938100000,1462400000,1714200000,50.81311,0.19086,119.42,74235863909,1952819.80952,-1205000000,622725000,3720200000,-1782100000,-958600000,-823500000,2064500000,,3322900000,595400000,5133300000,-151300000,1442700000,-765400000,-257200000,-257900000,0.75534,0.39351,0.29692,0.28488,1.17218
1094920,Elanco Animal Health Inc,ELAN,US28414H1032,4550300000,88400000,-728800000,397500000,-20.54341,-0.0433,32.4,15325200000,4099355.45238,-2158000000,480625000,2392300000,-2303900000,-1384800000,-383800000,814900000,555000000,3431000000,6097000000,7980000000,-24300000,-33600000,-4785200000,0,3985000000,0.52575,0.01943,-0.16017,-0.09133,-0.54542
372651,ELECTRONIC ARTS INC.,EA,US2855121099,5721000000,897000000,676000000,1237000000,57.23568,0.05309,133.88,38206942160,2331779.45238,-1521000000,288250000,4200000000,-3303000000,-1383000000,-1855000000,1146000000,,4677000000,1877000000,7728000000,40000000,1413000000,-2308000000,-893000000,-350000000,0.73414,0.15679,0.11816,0.08747,1.82988
687589,Element Solutions Inc,ESI,US28618M1062,2150800000,309500000,229300000,350000000,22.60267,0.04938,20.93,5179265236,1156781.5,-1245100000,247625000,905700000,-596200000,-550400000,-45800000,470800000,7400000,1145000000,1513200000,2468299999,-83500000,264300000,-69800000,-22600000,-122600000,0.4211,0.1439,0.10661,0.0929,1.52638
255983,EMERSON ELECTRIC CO,EMR,US2910111044,17847000000,3378000000,2356000000,4708000000,24.51214,0.09623,96.46,57663788000,2161093.2381,-10398000000,598350000,7449000000,-4071000000,-4071000000,,4321000000,1478000000,8766000000,7313000000,9339000000,480000000,3949000000,-2140000000,-268000000,-1437000000,0.41738,0.18928,0.13201,0.25228,1.9983
1300947,ENBRIDGE INC,ENB,CA29250N1050,42253000000,8710000000,6059000000,6699000000,13.22703,0.0377,39.65,80314103665,3505256.90476,-23410000000,2021250000,18843000000,-10133000000,-6391000000,,12452000000,5149000000,8162000000,68239000000,64896000000,-635000000,9347000000,-6250000000,5000000,-3109000000,0.44596,0.20614,0.1434,0.09336,1.10563
897579,ENCANA CORP,ECA,n/a,7542000000,3448000000,1270000000,3750000000,5.64008,0.05947,29.37,7630985274,2782889.38095,,243885000,,-4094000000,-359000000,,5250000000,0,1865000000,7024000000,9921000000,94000000,2750000000,-2038000000,-1250000000,-1185000000,,0.45717,0.16839,0.12801,2.95276
446632,Energysolutions Inc,ES_old,n/a,1754983000,25921000,-144564000,104182000,-52.06682,-0.0642,83.3,7545312251,1446996,-1559940000,90360000,195043000,-169122000,-169122000,,94098000,0,708542000,646430000,171890000,22531000,48301000,-29769000,-7342000,-43879000,0.11114,0.01477,-0.08237,-0.84103,-0.72066
917156,"Enphase Energy, Inc.",ENPH,US29355A1079,1061153000,251659000,183402000,205587000,111.8533,0.08731,160.89,21832594251,1823176.64286,-593484000,129886500,467669000,-216010000,-140631000,-75379000,274931000,85125000,1665919000,1014140000,584399000,-7697000,293182000,-144371000,-264361000,556115000,0.44072,0.23716,0.17283,0.31383,1.12096
354347,ENTERGY CORP /DE/,ETR,US29364G1031,10940578000,1966449000,1237678000,-3131350000,17.97716,0.02212,55.52,22281280626,2988294.85714,-3060992000,400755426,7879586000,-5913137000,,,4243281000,1151569000,3794706000,25363535000,11142357000,-1551898000,1988106000,-5400338000,-349521000,3163645000,0.72022,0.17974,0.11313,0.11108,-2.53002
469948,ENTERPRISE PRODUCTS PARTNERS L P,EPD,US2937921078,32571600000,4863800000,3842600001,4031400000,12.60723,0.05929,22,48073929266,5905916.88095,-11985600000,2197082489,20586000000,-15722200000,-107100000,,6829100000,1398900000,10311200000,28547500000,25896100000,-279900000,6714699999,-2418900000,-60100000,-5121399999,0.63202,0.14933,0.11797,0.14839,1.04913
1234782,Envista Holdings Corp,NVST,US29415F1049,2822100000,373000001,305800001,486600001,17.88193,0.04718,42.53,6804800000,1680570,-1283700000,160225000,1538400000,-1165399999,-1055399999,-110000000,532200001,421500000,1301700000,1314700000,3868900000,13500000,478799998,-37500000,22600000,-703700000,0.54513,0.13217,0.10836,0.07904,1.59124
100699,EOG RESOURCES INC,EOG,US26875P1012,13043982000,2897378000,1878999000,3030661000,22.90544,0.05094,74.25,43332680309,4549324.66667,,579653750,,-10146604000,-3440987000,-146828000,6404992000,39000000,6935000000,5125000000,20881000000,-902796000,5763791000,-2620321000,-6518000,-1680254000,,0.22212,0.14405,0.08999,1.61291
378136,EQT Corporation,EQT,US26884L1098,2114519000,-1554280000,-1513927000,-2175979000,-3.31428,-0.07974,18.83,5250896140,7105965.02381,-1946534000,272396000,167985000,-1722265000,-191349000,-6413000,-72982000,399699000,2168655000,5399201000,8302422000,-526728000,1033974000,-1881728000,340923000,1175556000,0.07944,-0.73505,-0.71597,-0.18235,1.43731
10383318,"Equitable Holdings, Inc.",EQH,US29452E1010,6072000000,4300000000,-3451000000,32251000000,-3.6938,-0.01207,29.16,12369672000,2845269.21429,,437150000,,-1772000000,,,4799000000,3920000000,110303000000,3920000000,13346000000,-2956000000,-108000000,-10813000000,-186000000,10123000000,,0.70817,-0.56835,-0.25858,-9.34541
421306,Equity Residential,EQR,US29476L1070,2431529000,648161000,714977000,1032095000,41.81173,0.03494,80.26,30053945868,1427277.02381,-538623000,372469750,1892906000,-1244745000,-52013000,,1451230000,2912021000,392501000,8250692000,11082170000,1133000,1206575000,42884000,-403591000,-1102491000,0.77848,0.26657,0.29404,0.06452,1.44354
