SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),Chg. WC,Op. CF,Inv. CF,Fin. CF,Revenues,EBIT,Net income,FCF,P/E,ROA,Avg. shares basic,Op. Exp.,SG&A,R&D,EBITDA,ST debt,Cur. assets,Debt,Equity,Net Cash from Equity,Operating Margin,Net Margin,ROE,FCF/Net inc.,COGS,Gross Profit,Gross Margin
1334959,"Confluent, Inc.",CFLT,US20717M1036,20.32,6352476276,4546387,-54881000,-14189000,-66723000,80251000,865588000,-412483000,-369633000,-413821000,-16.53203,-0.14619,311709135,-1038263000,-656447000,-381816000,-394798000,,2307234000,1090219000,873864000,80251000,-0.47654,-0.42703,-0.42299,1.11955,-239808000,625780000,0.72295
378120,ConocoPhillips,COP,US20825C1045,108.62,126134952190,6139036.07143,-514000000,20612000000,-14528000000,-7478000000,58561000000,16773000000,10687000000,19339000000,12.0173,0.11133,1182369000,-20375000000,-683000000,-167000000,25636000000,1312000000,13734000000,18352000000,49745000000,-4760000000,0.28642,0.18249,0.21484,1.80958,-21413000000,37148000000,0.63435
378121,Consolidated Edison,ED,US2091151041,103.41,35795081952,1758781,-2169000000,2517000000,-4690000000,1724000000,14816000000,2536000000,1782000000,,20.06978,0.02624,345850000,-8956000000,,,4624000000,2702000000,6487000000,26013000000,21560000000,59000000,0.17117,0.12028,0.08265,,-3324000000,11492000000,0.77565
256994,"CONSTELLATION BRANDS, INC.",STZ,US21036P1084,251,45736710972,1021763.42857,-429100000,2805100000,-1371400000,-1552900000,10108400000,3346000000,2467400000,2412300000,18.64698,0.09468,183305000,-1817200000,-1817200000,,3780200000,1199400000,3828400000,11882300000,10571900000,-301400000,0.33101,0.24409,0.23339,0.97767,-4945200000,5163200000,0.51078
1867900,Constellation Energy Corp,CEG,US21037T1097,200.33,62641003396,3193172,-10475000000,-5511000000,5510000000,59000000,23543000000,2824000000,2391000000,2080000000,26.64364,0.04657,318000000,-4850000000,,,5507000000,1715000000,7852000000,9124000000,11781000000,-1492000000,0.11995,0.10156,0.20295,0.86993,-15869000000,7674000000,0.32596
186450,COOPER COMPANIES INC,COO,US2166484020,110.53,22012668800,1109984.69048,-377500000,615400000,-683800000,61100000,3804100000,643000000,359300000,376900000,61.00817,0.02967,198319336,-1881500000,-1529900000,-154100000,1019800000,40800000,1926700000,2632400000,7925200000,14500000,0.16903,0.09445,0.04534,1.04898,-1279600000,2524500000,0.66363
287342,COPART INC,CPRT,US2172041061,51,49077177753,4356306.19048,-228038000,1391920000,-2479784000,26484000,4165415000,1603096000,1388238000,1374159000,35.12169,0.1733,956024750,-308158000,-308158000,,1786638000,,4149129000,0,7196186000,54528000,0.38486,0.33328,0.19291,0.98986,-2254161000,1911254000,0.45884
1298294,"Core & Main, Inc.",CNM,US21874C1027,43.18,8684833644,2841267.40476,126000000,787000000,-243000000,-549000000,6972000000,705000000,389000000,1097000000,20.46448,0.06379,184360439,-1159000000,-995000000,,879000000,23000000,2318000000,2427000000,1720000000,-2000000,0.10112,0.05579,0.22616,2.82005,-5108000000,1864000000,0.26736
10383312,"Corebridge Financial, Inc.",CRBG,US21871X1090,27.02,15996204797,3163414.04762,-1395000000,3083000000,-3534000000,624000000,19393000000,4879000000,1847000000,,,0.00519,,-14248000000,-5222000000,,5191000000,250000000,373927000000,33706000000,12386000000,-246000000,0.25159,0.09524,0.19955,,,,
261761,CORNING INC /NY,GLW,US2193501051,43.42,37154529648,5659122.2619,-184000000,2052000000,-823000000,-1331000000,12393000000,754000000,437000000,961000000,84.60442,0.01608,851500000,-3103000000,-1904000000,-1079000000,2113000000,376000000,7121000000,7284000000,10927000000,-64000000,0.06084,0.03526,0.03999,2.19908,-8536000000,3857000000,0.31122
1169062,"Corteva, Inc.",CTVA,US22052L1044,57.44,39762667680,2842909.90476,-414000000,2110000000,-748000000,-1960000000,16901000000,2145000000,898000000,2528000000,44.91258,0.02166,702150000,-5276000000,-3195000000,-1381000000,3382000000,2253000000,15359000000,4724000000,25421000000,-895000000,0.12692,0.05313,0.03533,2.81514,-9480000000,7421000000,0.43909
486790,COSTAR GROUP INC,CSGP,US22160N1090,76.85,31494424769,2189433.90476,-183168000,388820000,-661778000,-12730000,2598928000,371674000,212949000,-39227000,146.41816,0.02349,405720250,-1690312000,-1647969000,,499584000,,5211500000,991200000,7395700000,24425000,0.14301,0.08194,0.02879,-0.18421,-536942000,2061986000,0.7934
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,892.52,395685375620,1775528.42857,1546000000,12106000000,-4531000000,-9612000000,253695000000,9024000000,7173000000,10517000000,55.23032,0.10562,443874750,-22682000000,-22682000000,,11243000000,1077000000,33288000000,6911000000,21771000000,-714000000,0.03557,0.02827,0.32947,1.46619,-221989000000,31706000000,0.12498
378102,Coterra Energy Inc.,CTRA,US1270971039,23.23,17173345381,5779749.14286,-267000000,2932000000,-2199000000,-505000000,5656000000,3197000000,1311000000,3130000000,13.27618,0.06314,749250000,-2339000000,-300000000,-21000000,4953000000,575000000,2337000000,2646000000,13037000000,-370000000,0.56524,0.23179,0.10056,2.38749,-120000000,5536000000,0.97878
376164,COTY INC.,COTY,US2220702037,9.26,8036246663,4073377.38095,-187600000,614600000,-226200000,-336700000,6118000000,583400000,76177054,369062463,106.42658,0.0063,874400000,-3355800000,-3162400000,,875276833,60803515,1963500000,4127272595,3967818942,355900000,0.09536,0.01244,0.01917,4.1242,-2178800000,3939200000,0.64387
10383300,"Coupang, Inc.",CPNG,US22266T1097,24.18,43371772174,7156849.54762,549281000,2206946000,-709880000,-209680000,27181581000,233583000,1049953000,-375139000,41.2037,0.0691,1789162250,-7083702000,-7083702000,,579160000,928000000,8809000000,3715000000,3947000000,-173722000,0.00859,0.03863,0.26601,-0.35729,-19864296000,7317285000,0.2692
14159401,CRH plc,CRH,US12626K2033,90.04,61477279347,4279479.78571,-766000000,4830000000,-4048000000,-1142000000,,,,,,,,,,,,3218000000,15113000000,,21451000000,-3014000000,,,,,,,
128143,"Crocs, Inc.",CROX,US2270461096,139.81,8302635305,1233937.11905,336538000,973493000,-99741000,-865591000,4055949000,1044820000,811972000,1432547000,10.48142,0.17204,60872750,-1271506000,-1271506000,,1107049000,,1026904000,1529566000,1653211000,-361393000,0.2576,0.20019,0.49115,1.76428,-1739623000,2316326000,0.57109
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,267.12,65478169310,7214036.7381,-23979000,1330403000,-554429000,95491000,3516257000,53428000,170197000,79893000,379.30414,0.02363,241675750,-2596849000,-1700622000,-896227000,235490000,,5181648000,743238000,2890590000,94076000,0.01519,0.0484,0.05888,0.46941,-865980000,2650277000,0.75372
378122,Crown Castle International Corp.,CCI,US22822V1017,117.78,51183336358,2196092.28571,-398000000,2768000000,-1363000000,-1562000000,6608000000,2258000000,1190000000,2280000000,43.00455,0.03111,434500000,-2488000000,-741000000,,4005000000,865000000,1081000000,23719000000,5652000000,-31000000,0.34171,0.18008,0.21054,1.91597,-1862000000,4746000000,0.71822
446122,Crown Holdings Inc,CCK,US2283681060,93.13,11235256750,1178028.28571,528000000,1442000000,-508000000,-55000000,11751000000,1394000000,432000000,2138000000,25.77334,0.02908,119554186,-1059000000,-578000000,,1875000000,1461000000,4932000000,7410000000,2977000000,-8000000,0.11863,0.03676,0.14511,4.94907,-9298000000,2453000000,0.20875
248102,CSX CORP,CSX,US1264081035,34.05,66014085457,10489849.78571,13000000,5239000000,-2355000000,-2602000000,14634000000,5394000000,3588000000,5910000000,18.64778,0.0847,1965000000,-1987000000,,,7030000000,557000000,3180000000,18508000000,12620000000,-2362000000,0.36859,0.24518,0.28431,1.64716,-7253000000,7381000000,0.50437
117529,CubeSmart,CUBE,US2296631094,54,12160731366,1225223.40476,1621000,622339000,-90203000,-536011000,1060616000,491058000,403803000,,30.17809,0.06529,225666750,-260592000,-58289000,,697466000,,10634000,2884548000,2847346000,4541000,0.46299,0.38072,0.14182,,-308966000,751650000,0.70869
256275,CVS HEALTH Corp,CVS,US1266501006,58.42,73491148953,8585334.88095,,8072000000,-5732000000,-3647000000,363248000000,12390000000,7190000000,,10.33928,0.02848,1272500000,-41007000000,,,,3731000000,69952000000,66374000000,75111000000,-2635000000,0.03411,0.01979,0.09572,,-309851000000,53397000000,0.147
6481053,"Cytokinetics, Incorporated",CYTK,US23282W6057,55.94,6581876793,1185261.09524,968000,-399062000,-377279000,897821000,3134000,-506090000,-545279000,,-0.01036,-0.35784,100940,-509224000,-180549000,-328675000,-493164000,30027000,1067810000,673458000,108550000,920519000,-161.48373,-173.98819,-5.0233,,,,
378124,D. R. Horton,DHI,US23331A1097,194.19,63313726242,2197400.7619,-86200000,2847400000,-739000000,-2496400000,37302900000,6278800000,4982400000,7156400000,12.92223,0.14174,331550000,-3525400000,-3525400000,,6363700000,5691000000,3020000000,5691000000,25150700000,-1629500000,0.16832,0.13357,0.1981,1.43634,-27498700000,9804200000,0.26283
89750,DANAHER CORP /DE/,DHR,US2358511028,271.9,196369736724,2495026.47619,538000000,6447000000,-7027000000,-5651000000,21105000000,4459000000,4203000000,6422000000,47.83156,0.0535,739375000,-8079000000,-6664000000,-1415000000,6672000000,701000000,9609000000,17010000000,49902000000,-4382000000,0.21128,0.19915,0.08423,1.52796,-8567000000,12538000000,0.59408
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,159.14,18699025751,1231418.09524,72000000,1621700000,-1324600000,-483400000,11389700000,1325600000,1026500000,1404500000,18.5883,0.09066,119900000,-1084400000,-624000000,,1785500000,86800000,822800000,1457200000,2242500000,-410300000,0.11639,0.09013,0.45775,1.36824,-8979700000,2410000000,0.21159
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,35.93,5713730380,2043269.88095,285746000,903989000,-714736000,-176002000,6114878000,398178000,369565000,696682000,15.5341,0.0348,159779000,-1055228000,-539191000,,914215000,92258000,1507517000,4409387000,4542613000,-28755000,0.06512,0.06044,0.08136,1.88514,-4661472000,1453406000,0.23768
963381,"Datadog, Inc.",DDOG,US23804L1035,113.18,38158894485,3204795.30952,-17808000,749703000,-685999000,57185000,2393717000,48126000,163078000,56679000,229.26692,0.03696,330344500,-1903846000,-865784000,-1038062000,97101000,,3592090000,743970000,2407308000,57210000,0.02011,0.06813,0.06774,0.34756,-441745000,1951972000,0.81546
1054410,DECKERS OUTDOOR CORP,DECK,US2435371073,157.23,23971825413,2001393.45238,89145000,1003676000,-81120000,-759432000,4437319000,989585000,809519000,1277938000,29.94884,0.24485,154195500,-1519479000,-1519479000,,1034819000,,2612830000,0,2074482000,-534146000,0.22301,0.18243,0.39023,1.57864,-1928255000,2509064000,0.56545
373449,DEERE & CO,DE,US2441991054,401.07,109732679005,1542660.5,-489000000,9832000000,-7857000000,-1360000000,55984000000,14020000000,8224000000,18491000000,13.28569,0.07626,272425000,-8332000000,-4812000000,-2271000000,16095000000,23163000000,77749000000,65855000000,23149000000,-5780000000,0.25043,0.1469,0.35526,2.24842,-33632000000,22352000000,0.39926
59180,Dell Technologies Inc.,DELL,US24703L2025,115.99,84208740000,12125077.2381,-2313000000,6068000000,-2507000000,-7374000000,91839000000,5239000000,3972000000,3510000000,21.08378,0.04804,722000000,-15342000000,-12391000000,-2951000000,8486000000,6711000000,37543000000,24522000000,-2797000000,-3593000000,0.05705,0.04325,-1.42009,0.88369,-71258000000,20581000000,0.2241
231789,DELTA AIR LINES INC /DE/,DAL,US2473617023,46.92,30283074870,8481902.2381,,6478000000,-2110000000,-2685000000,60117000000,6187000000,4487000000,,6.68979,0.05967,639750000,-7063000000,,,,3725000000,11588000000,24811000000,12386000000,,0.10292,0.07464,0.36226,,-46867000000,13250000000,0.2204
378126,Dentsply Sirona,XRAY,US24906P1093,26.71,5414489685,2920286.57143,78000000,527000000,-115000000,-422000000,3896000000,267000000,-185000000,587000000,-30.12455,-0.02682,208650000,-1767000000,-1595000000,-172000000,612000000,362000000,1758000000,2099000000,3061000000,-300000000,0.06853,-0.04748,-0.06044,-3.17297,-1862000000,2034000000,0.52207
1088259,Deutsche Bank AG,DBK.DE,n/a,16.62,34842168000,6069465.7619,10117013760,-3491765034,27899829320,1926205635,30048334930,4325389940,2800033728,19186379764,12.47791,0.00185,2102200000,,,,8544359680,68044285221,,233280315242,77801656631,2564726840,0.14395,0.09318,0.03599,6.8522,,,
18526125,Deutsche Bank Aktiengesellschaft,DB,DE0005140008,16.62,33107835267,2033069.2619,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099105,Deutsche Telekom,DTE.DE,DE0005557508,29.45,141360000000,6202380.57143,-7171394816,38013194318,-32433577687,-12686194274,128625016842,16336148788,4938569457,12708412803,28.37023,0.01533,4757500000,-58471820540,-21835340968,,48825987651,14001347652,44371337708,127474819685,93168487343,,0.12701,0.0384,0.05301,2.5733,-55355651903,73269364937,0.56964
122079,DEVON ENERGY CORP/DE,DVN,US25179M1036,40.37,25279694000,6631019.54762,-52000000,6735000000,-3747000000,-2305000000,15494000000,4862000000,3503000000,4631000000,7.28343,0.13922,632000000,-7577000000,-4932000000,-19000000,7653000000,475000000,3359000000,6140000000,12729000000,-695000000,0.3138,0.22609,0.2752,1.32201,-3055000000,12439000000,0.80283
352596,DEXCOM INC,DXCM,US2521311074,69.46,27834485195,6712089.16667,-8500000,891400000,121300000,-1266000000,3934800000,681500000,666900000,792400000,40.61988,0.09809,390000000,-1787000000,-1245500000,-545000000,886800000,21600000,4848400000,2459400000,2434300000,-472300000,0.1732,0.16949,0.27396,1.18818,-1466300000,2468500000,0.62735
896740,"Diamondback Energy, Inc.",FANG,US25278X1090,178.12,31775619790,1436992.54762,-1310000000,4604000000,-957000000,3243000000,9278000000,4994000000,3476000000,3976000000,9.15289,0.09754,178618000,-2184000000,-165000000,,6857000000,,7825000000,11980000000,18527000000,,0.53826,0.37465,0.18762,1.14384,,,
179423,DICKS SPORTING GOODS INC,DKS,US2533931026,212.58,17306716655,1006066.19048,-159322000,1459990000,-712775000,-957031000,13410594000,1445876000,1135064000,1352223000,15.12365,0.11424,80752250,-3320759000,-3274687000,,1860128000,,5180535000,1483734000,2924885000,-536860000,0.10782,0.08464,0.38807,1.19132,-8643959000,4766635000,0.35544
378127,Discover Financial Services,DFS,US2547091080,136.11,34173347309,1145070.14286,1303000000,9686000000,-14790000000,7357000000,16988000000,3874000000,2875000000,6308000000,11.85932,0.01906,250500000,,,,4262000000,,,19141000000,16067000000,-53000000,0.22804,0.16924,0.17894,2.19409,,,
810159,DOCUSIGN INC,DOCU,US2561631068,56.64,11496374464,2011676.21429,-121919000,1009909000,-135364000,-1264730000,2858474000,140621000,988017000,-787762000,11.75804,0.26319,205105000,-2122390000,-1552335000,-570055000,239106000,,1343380000,0,1961406000,-375131000,0.04919,0.34564,0.50373,-0.79732,-595463000,2263011000,0.79169
80798,DOLLAR GENERAL CORP,DG,US2566771059,86.86,19101832882,5187832.69048,848780000,3317806000,-1623480000,-824653000,39676978000,2109194000,1415566000,2637738000,13.47964,0.0445,219679000,-9661298000,-9661298000,,3018779000,769194000,8724242000,7004360000,7260238000,,0.05316,0.03568,0.19498,1.86338,-27906486000,11770492000,0.29666
378128,Dollar Tree,DLTR,US2567461080,75.67,16268453645,4379937.90476,473800000,2763300000,-2276600000,-422700000,30966300000,103400000,-1065100000,-815400000,-15.44518,-0.04709,217400000,-9428500000,-9428500000,,1026000000,1249800000,6166400000,3678500000,7379500000,-889800000,0.00334,-0.0344,-0.14433,0.76556,-21434400000,9531900000,0.30782
189087,DOMINION RESOURCES INC /VA/,D,US25746U1097,57.41,48163453487,3573922.38095,550000000,6216000000,-3658000000,-2666000000,14462000000,3627000000,1644000000,-3601000000,29.24889,0.01637,837575000,-5786000000,,,6589000000,3162000000,10752000000,39579000000,27073000000,75000000,0.2508,0.11368,0.06072,-2.19039,-5049000000,9413000000,0.65088
1200821,"DoorDash, Inc.",DASH,US25809K1051,132.48,44625490560,3937558.71429,418000000,1966000000,-420000000,-52000000,9610000000,-459000000,-407000000,433000000,-109.64494,-0.03438,336847000,-4969000000,-3344000000,-1085000000,81000000,,6617000000,0,7172000000,-58000000,-0.04776,-0.04235,-0.05675,-1.06388,-5100000000,4510000000,0.4693
378129,Dow Inc.,DOW,US2605571031,51.64,36195561886,3910108.28571,104000000,4513000000,-2859000000,-1236000000,43031000000,1961000000,1152000000,1696000000,31.55666,0.01968,703975000,-2753000000,-1623000000,-810000000,4677000000,352000000,18053000000,16368000000,18800000000,184000000,0.04557,0.02677,0.06128,1.47222,-38317000000,4714000000,0.10955
11794940,"Doximity, Inc.",DOCS,US26622P1075,40.06,7437563636,1842493.28571,-54522000,168139000,-56199000,-307227000,493629000,188184000,160553000,187104000,46.89446,0.14957,187944250,-254379000,-171753000,-82626000,198407000,,908466000,0,913580000,-294571000,0.38123,0.32525,0.17574,1.16537,-51066000,442563000,0.89655
1085359,DraftKings Inc.,DKNG,US26142R1041,38.07,15374341080,9370899,356750000,-419508000,-195022000,1138286470,1296025000,-1561617000,-1523195000,-518568012,-10.03962,-0.37434,401689000,-2063480000,-1809825000,-253655000,-1440479000,12790860,2753330000,1261236243,1678528000,-17848494,-1.2071,-1.17425,-0.90746,0.34045,-794162000,501863000,0.38723
808182,"DROPBOX, INC.",DBX,US26210C1045,24.49,8307008000,3109240.21429,-110700000,905300000,111900000,-1009700000,2533800000,511200000,584200000,622600000,14.21946,0.2149,339200000,-1568200000,-683500000,-884700000,659800000,,1231400000,1662400000,-371300000,-748500000,0.20175,0.23056,-1.57339,1.06573,-454400000,2079400000,0.82066
191249,Duke Energy CORP,DUK,US26441C2044,115.88,89482733691,3027204.09524,1377000000,11520000000,-12542000000,938000000,30049000000,7725000000,4189000000,3348000000,21.34195,0.02307,771500000,-6926000000,,,13993000000,6010000000,12557000000,82449000000,50806000000,28000000,0.25708,0.13941,0.08245,0.79924,-15398000000,14651000000,0.48757
125293,"Dun & Bradstreet Holdings, Inc.",DNB,US26484T1060,11.44,5054033384,3404262.97619,-112900000,433200000,-222700000,-200900000,2359600000,180700000,-33500000,381100000,-147.3711,-0.00374,431550000,-2178900000,-722900000,,762400000,31000000,663900000,3651400000,3341600000,,0.07658,-0.0142,-0.01003,-11.37612,,,
546332,"DUPONT DE NEMOURS, INC.",DD,US26614N1028,82.84,34585295161,2062639.47619,171000000,1292000000,-1081000000,-4143000000,12058000000,1688000000,664000000,2468000000,52.4487,0.01817,420400000,-2634000000,-1512000000,-515000000,2865000000,,6163000000,7168000000,23764000000,33000000,0.13999,0.05507,0.02794,3.71687,-7736000000,4322000000,0.35843
1251549,"Dynatrace, Inc.",DT,US2681501092,51.83,15440438126,3049666.38095,88794000,474947000,-218928000,-14369000,1496864000,136140000,155064000,271637000,98.79041,0.0476,295559250,-1081862000,-734518000,-326035000,191460000,,1424441000,0,2067635000,-6063000,0.09095,0.10359,0.075,1.75177,-278862000,1218002000,0.8137
6480982,"e.l.f. Beauty, Inc.",ELF,US26856L1035,114.65,6464910340,2210042.78571,-152806000,49081000,-284979000,202376000,1132070000,139753000,122241000,25854000,51.8255,0.10146,55256875,-663054000,-663054000,,181163000,102938000,530460000,295809000,703590000,5540000,0.12345,0.10798,0.17374,0.2115,-329263000,802807000,0.70915
854469,E.ON,EOAN.DE,DE000ENAG999,15.06,39261420000,3897661.2619,-12467000000,4069000000,-5399000000,2263000000,91492334747,7110755277,5546405195,-4678216473,6.86624,0.0405,2528750000,-47913077574,-6902050474,,11032755277,7467842862,44740727179,39639035446,20458229858,0,0.07772,0.06062,0.27111,-0.84347,-92200524715,-708189968,-0.00774
124922,Eaton Corp plc,ETN,IE00B8KQN827,314.65,125262165000,2657834.47619,-387000000,3860000000,-2055000000,-1597000000,24140000000,4335000000,3653000000,4880000000,34.41296,0.09276,399525000,-4724000000,-3951000000,-773000000,5247000000,1282000000,12651000000,9837000000,19254000000,-660000000,0.17958,0.15133,0.18973,1.33589,-15081000000,9059000000,0.37527
104109,EBAY INC,EBAY,US2786421030,63.17,30890130000,4773895.83333,-311000000,1966000000,756000000,-2835000000,10190000000,2408000000,2693000000,2859000000,12.12733,0.13215,517000000,-4932000000,-3385000000,-1530000000,2756000000,1551000000,7269000000,7725000000,5525000000,-2302000000,0.23631,0.26428,0.48742,1.06164,-2850000000,7340000000,0.72031
823480,EchoStar CORP,SATS,US2787681061,25.71,6980842061,1355034.69048,221197000,2837481000,-3608381000,-1303490000,20590844000,436557000,-1838474000,-1226526000,-1.24193,-0.03309,88808338,-5475725000,-3503515000,8255000,2417022000,2090661000,3116539000,21787464000,19841150000,9340000,0.0212,-0.08929,-0.09266,0.66714,-14678562000,5912282000,0.28713
378133,Ecolab Inc.,ECL,US2788651006,248.53,70716133704,1028451.54762,364700000,2900700000,-972400000,-2068200000,15634200000,2437100000,1712200000,3275400000,41.39385,0.07978,285175000,-4213100000,-4213100000,,3366800000,5900000,5752300000,7544700000,8307900000,-321600000,0.15588,0.10952,0.20609,1.91298,-8984000000,6650200000,0.42536
18766492,Ecopetrol S.A.,EC,US2791581091,9.16,376628923360,1902214.57143,-39890018000000,36234570000000,-18095033000000,-18934042000000,52347271000,46990556000,-7193859000,,,-0.05821,,-5356715000,-5735253000,,,15550008000000,68615106000000,53223338000,100252480000000,,0.89767,-0.13743,-0.16691,,,,
378134,Edison International,EIX,US2810201077,85.29,32937014666,1994118.83333,233000000,4562000000,-5300000000,1356000000,16822000000,3796000000,961000000,1377000000,34.05831,0.01133,383750000,-7763000000,-4415000000,,6589000000,3203000000,8512000000,36302000000,17868000000,886000000,0.22566,0.05713,0.05378,1.43288,-5263000000,11559000000,0.68714
108955,Edwards Lifesciences Corp,EW,US28176E1082,67.53,40680072000,7400998.92857,-687200000,887000000,293400000,-614700000,5999100000,1662700000,1473000000,985800000,27.69166,0.14585,604025000,-2958200000,-1860100000,-1098100000,1814400000,,4516000000,597300000,7504600000,-597500000,0.27716,0.24554,0.19628,0.66925,-1378200000,4620900000,0.77027
1094920,Elanco Animal Health Inc,ELAN,US28414H1032,14.65,7241862202,4505640.30952,18000000,500000000,-10000000,-416000000,4492000000,300000000,-1255000000,935000000,-5.75757,-0.09118,493225000,-2179000000,-1296000000,-341000000,972000000,213000000,4011000000,5676000000,5942000000,,0.06679,-0.27939,-0.21121,-0.74502,-2013000000,2479000000,0.55187
917843,Elastic N.V.,ESTC,NL0013056914,74.92,7697692785,1715413.80952,-45549000,163704000,-236385000,40956000,1320988000,-123162000,61001000,-332817000,123.71647,0.02837,100731828,-1099791000,-749198000,-350593000,-106043000,,1466148000,568887000,759418000,4745000,-0.09323,0.04618,0.08033,-5.45593,-344359000,976629000,0.73932
372651,ELECTRONIC ARTS INC.,EA,US2855121099,140.45,37106880309,2024803.85714,-137000000,2076000000,-232000000,-1688000000,7298000000,1427000000,1151000000,1741000000,32.76353,0.09057,268500000,-4266000000,-1703000000,-2453000000,1823000000,,3587000000,1882000000,7400000000,-1273000000,0.19553,0.15771,0.15554,1.5126,-1605000000,5693000000,0.78008
687589,Element Solutions Inc,ESI,US28618M1062,25.24,6111674378,1215997.35714,-11700000,322300000,-239500000,10600000,2360400000,308600000,194700000,,31.33934,0.03908,241750000,-665800000,-605400000,-60400000,,11500000,1302000000,1928300000,2388700000,-37500000,0.13074,0.08249,0.08151,,-1386000000,974400000,0.41281
18683987,Embraer S.A.,ERJ,US29082A1079,34.8,25565221649,1688246.45238,416300000,751300000,-109500000,-669200000,4540400000,-119000000,-185400000,254700000,,,,-903800000,-459300000,,91300000,1556175000,5869650000,0,1667029000,,-0.02621,-0.04083,,-1.37379,-3755600000,784800000,0.17285
255983,EMERSON ELECTRIC CO,EMR,US2910111044,103.68,59377536000,2858875.42857,-83000000,1555000000,-9439000000,302000000,16963000000,3585000000,1716000000,5069000000,34.3591,0.03764,568675000,-4941000000,-4941000000,,5119000000,2991000000,8820000000,10102000000,26688000000,-477000000,0.21134,0.10116,0.0643,2.95396,-8437000000,8526000000,0.50262
1300947,ENBRIDGE INC,ENB,CA29250N1050,40.52,88228976388,4294521.59524,427909075,9494807304,-11015662715,3448853305,32114214950,6672826369,4070009714,8135719580,21.00166,0.02767,2109500000,-10165997363,-6626262976,,10212821539,5051150876,9135340009,67308723270,51346911088,5125951805,0.20778,0.12674,0.07926,1.99894,-15275391217,16838823731,0.52434
897579,ENCANA CORP,ECA,n/a,39.95,10379906766,2793840.7619,94000000,2750000000,-2038000000,-1185000000,7542000000,3448000000,1270000000,3750000000,7.67182,0.05947,243885000,-4094000000,-359000000,,5250000000,0,1865000000,7024000000,9921000000,-1250000000,0.45717,0.16839,0.12801,2.95276,,,
11794934,"Endeavor Group Holdings, Inc.",EDR,US29260Y1091,27.64,8069132516,3224963.21429,-109244549,161106000,731826000,-775840000,6213604000,10957000,211145000,-84446880,39.51721,0.00981,299391436,-3640700000,-3189591000,,1117531630,123196664,3403017000,5499176558,4666183299,-199650816,0.00176,0.03398,0.04523,-0.39995,-2561947000,3651657000,0.58769
767563,Energy Transfer LP,ET,US29273V1008,16.11,55132187436,17257236.07143,-945000000,9779000000,-2785000000,-6674000000,83629000000,9135000000,4223000000,10369000000,10.43125,0.0348,2734400000,-10449000000,,,13867000000,257000000,13406000000,57616000000,45889000000,-2645000000,0.10923,0.0505,0.09203,2.45536,-64045000000,19584000000,0.23418
446632,Energysolutions Inc,ES_old,n/a,67.49,6113242783,2251211.85714,22531000,48301000,-29769000,-43879000,1754983000,25921000,-144564000,104182000,-42.18475,-0.0642,90360000,-169122000,-169122000,,94098000,0,708542000,646430000,171890000,-7342000,0.01477,-0.08237,-0.84103,-0.72066,-1559940000,195043000,0.11114
10383418,"EnLink Midstream, LLC",ENLC,US29336T1007,14.45,6667944711,2775494.19048,7000000,1090800000,-425500000,-714300000,6801500000,655456935,146300000,636172925,48.27674,0.01795,454475000,-740728327,-143500000,,1246379082,456929529,814200000,4693223532,915720999,-245346933,0.09625,0.02151,0.15973,4.34841,-5431514181,1398491479,0.20559
917156,"Enphase Energy, Inc.",ENPH,US29355A1079,119.74,16215449319,2876470.83333,-55000000,357568000,51333000,-434199000,1420449000,98350000,129608000,83011000,125.58643,0.04093,135936250,-562999000,-349753000,-213246000,179260000,98592000,2241649000,1298024000,884523000,-330673000,0.06924,0.09124,0.14653,0.64048,-759100000,661349000,0.46559
6480934,"Entegris, Inc.",ENTG,US29362U1043,110.07,16618190837,2149770.42857,-62425000,602246000,436679000,-1282765000,3284207000,462121000,184151000,438591000,91.99283,0.02209,153907250,-977272000,-489239000,-288138000,836955000,,1576786000,4122233000,3502390000,24492000,0.14071,0.05607,0.05258,2.38169,-1844814000,1439393000,0.43828
354347,ENTERGY CORP /DE/,ETR,US29364G1031,64.31,27502923413,3426163.04762,-21866000,680027000,-1262747000,2581506000,2902222000,231461000,-267041000,-399785000,-102.37936,-0.00425,425120319,-1892999000,,,874334000,2449423000,5724019000,28750515000,14901065000,-251990000,0.07975,-0.09201,-0.01792,1.49709,-777762000,2124460000,0.73201
469948,ENTERPRISE PRODUCTS PARTNERS L P,EPD,US2937921078,29.49,64002195364,4604372.85714,404000000,8201000000,-4567000000,-3477000000,54863000000,6640000000,5749000000,5105000000,11.22066,0.07815,2187438083,-47998000000,-139000000,,8788000000,2049000000,13453000000,30338000000,28846000000,-176000000,0.12103,0.10479,0.1993,0.88798,,,
100699,EOG RESOURCES INC,EOG,US26875P1012,124.38,70722414641,3118933.38095,-41000000,11822000000,-6383000000,-4772000000,24186000000,10762000000,7594000000,10495000000,,0.17315,581000000,-13424000000,-6349000000,-181000000,14254000000,534000000,9803000000,3799000000,29159000000,-1855000000,0.44497,0.31398,0.27035,1.38201,,,
