SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),D&A,Cash and eq.,Cur. liab.,Liabilities,Assets,CROIC,Taxes
14159401,CRH plc,CRH,US12626K2033,89.27,60951540730,4273508.7381,1669000000,3066000000,10289000000,26654000000,48105000000,,
128143,"Crocs, Inc.",CROX,US2270461096,138.43,8220683823,1243542.54762,62229000,167734000,686416000,3066587000,4719798000,0.35517,-85746000
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,268.72,65870371582,8309245.61905,182062000,4038536000,2728319000,4311884000,7202474000,0.01786,-41793000
378122,Crown Castle International Corp.,CCI,US22822V1017,119.54,51948174803,2184058.57143,1747000000,155000000,2494000000,32594000000,38246000000,0.06227,-26000000
446122,Crown Holdings Inc,CCK,US2283681060,92.22,11125473827,1194596.42857,481000000,1414000000,4688000000,11881000000,14858000000,0.18382,-215000000
248102,CSX CORP,CSX,US1264081035,34.07,66052860250,10544389.83333,1636000000,1242000000,2739000000,29742000000,42362000000,0.14709,-1139000000
117529,CubeSmart,CUBE,US2296631094,54.05,12171991302,1219429.07143,206408000,5656000,411986000,3337110000,6184456000,,
256275,CVS HEALTH Corp,CVS,US1266501006,57.83,72748941184,8652223.78571,,16262000000,80345000000,177370000000,252481000000,,-2437000000
6481053,"Cytokinetics, Incorporated",CYTK,US23282W6057,56.16,6607761900,1184584.38095,12926000,1056775000,655089000,1415238000,1523788000,,
378124,D. R. Horton,DHI,US23331A1097,195.35,63691932754,2218826.2381,84900000,2992300000,10000700000,10000700000,35151400000,0.23204,-1561800000
89750,DANAHER CORP /DE/,DHR,US2358511028,272.47,196781398180,2514939.7381,2213000000,2374000000,6701000000,28653000000,78555000000,0.08851,-548000000
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,161.53,18979851888,1232947,459900000,194800000,2192500000,9080500000,11323000000,0.15238,-144900000
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,35.46,5638989125,2045164.47619,516037000,121587000,963057000,6078036000,10620649000,0.07146,3437000
963381,"Datadog, Inc.",DDOG,US23804L1035,111.93,37737454141,3214246.40476,48975000,2960106000,1046909000,2005083000,4412391000,0.01684,-12467000
1054410,DECKERS OUTDOOR CORP,DECK,US2435371073,155.1,23647078303,2013950.61905,45234000,1438397000,912470000,1231737000,3306219000,0.53386,-235094000
373449,DEERE & CO,DE,US2441991054,397.88,108859895586,1540466.85714,2075000000,8144000000,39363000000,84692000000,107841000000,0.20178,-2552000000
59180,Dell Technologies Inc.,DELL,US24703L2025,116.82,84811320000,12017259.61905,3247000000,4550000000,52033000000,85484000000,82687000000,0.09394,-46000000
231789,DELTA AIR LINES INC /DE/,DAL,US2473617023,46.68,30128174231,8646234.66667,,4234000000,28759000000,62811000000,75197000000,,-1204000000
378126,Dentsply Sirona,XRAY,US24906P1093,26.69,5410435406,2923154.04762,345000000,279000000,1323000000,3833000000,6897000000,0.09889,-53000000
1088259,Deutsche Bank AG,DBK.DE,n/a,16.7,35009880000,6073342,4218969740,219599181373,,1436344082345,1514145738977,0.01267,-1040553074
18526125,Deutsche Bank Aktiengesellschaft,DB,DE0005140008,16.6,33067994310,2025147.42857,,,,,,,
1099105,Deutsche Telekom,DTE.DE,DE0005557508,29.71,142608000000,6203405.7619,32489838863,8710958512,44377055811,228907109866,322074453589,0.04357,-2148588859
122079,DEVON ENERGY CORP/DE,DVN,US25179M1036,40.46,25336052000,6622408.35714,2791000000,1169000000,3016000000,12433000000,25162000000,0.20472,-765000000
352596,DEXCOM INC,DXCM,US2521311074,68.94,27626107247,6675518.40476,205300000,3120700000,1722200000,4364900000,6799200000,0.15542,-140000000
896740,"Diamondback Energy, Inc.",FANG,US25278X1090,179.77,32069970636,1420814.59524,1863000000,6908000000,2137000000,17110000000,35637000000,0.11869,-1015000000
179423,DICKS SPORTING GOODS INC,DKS,US2533931026,213.26,17362077307,1009913.07143,414252000,1691899000,2921006000,7011074000,9935959000,0.19276,-353613000
378127,Discover Financial Services,DFS,US2547091080,137.58,34542422473,1154286.16667,388000000,10865000000,,134800000000,150867000000,0.04181,-965000000
810159,DOCUSIGN INC,DOCU,US2561631068,55.69,11303550387,1980137.38095,98485000,938353000,1607304000,1792535000,3753941000,-0.36697,813961000
80798,DOLLAR GENERAL CORP,DG,US2566771059,86.01,18914904976,5153378.30952,909585000,1222691000,7141187000,24553527000,31813765000,0.10368,-393659000
378128,Dollar Tree,DLTR,US2567461080,73.5,15801920747,4328363.64286,922600000,570300000,5999900000,15237100000,22616600000,-0.04564,10500000
189087,DOMINION RESOURCES INC /VA/,D,US25746U1097,58.35,48952055582,3562696.2381,2962000000,139000000,11506000000,73344000000,100417000000,-0.03911,-554000000
1200821,"DoorDash, Inc.",DASH,US25809K1051,129.88,43749688360,3915833.11905,540000000,4854000000,3964000000,4665000000,11837000000,0.055,-31000000
378129,Dow Inc.,DOW,US2605571031,51.51,36104442152,3908051,2716000000,3341000000,10308000000,39726000000,58526000000,0.03492,106000000
11794940,"Doximity, Inc.",DOCS,US26622P1075,40.16,7456129696,1831027.38095,10223000,750488000,135277000,159878000,1073458000,0.19943,-43296000
1085359,DraftKings Inc.,DKNG,US26142R1041,38.95,15729723800,9374359.19048,121138000,2152892000,929425000,2390526000,4069054000,-0.16186,-8269000
808182,"DROPBOX, INC.",DBX,US26210C1045,24.63,8354496000,3098481.97619,148600000,1062500000,1068500000,3089800000,2718500000,0.37733,-108300000
191249,Duke Energy CORP,DUK,US26441C2044,116.73,90139105141,3029773.83333,6268000000,390000000,15482000000,130769000000,181575000000,0.01945,-482000000
125293,"Dun & Bradstreet Holdings, Inc.",DNB,US26484T1060,11.52,5089376275,3473391.64286,581700000,263200000,935100000,5615200000,8956800000,0.04733,52000000
546332,"DUPONT DE NEMOURS, INC.",DD,US26614N1028,82.86,34593645063,2044578.30952,1177000000,1503000000,2786000000,12789000000,36553000000,0.07309,-5000000
1251549,"Dynatrace, Inc.",DT,US2681501092,52.09,15517893536,3017991.5,55320000,1012525000,1051228000,1190027000,3257662000,0.12311,-10934000
6480982,"e.l.f. Beauty, Inc.",ELF,US26856L1035,112.43,6339728474,2211437.07143,41410000,109034000,299805000,501242000,1204832000,0.02565,-6326000
854469,E.ON,EOAN.DE,DE000ENAG999,15.26,39782820000,3881432.42857,3922000000,5981136014,46329216266,116500635901,136958865760,-0.04769,-973028250
124922,Eaton Corp plc,ETN,IE00B8KQN827,311.73,124099713000,2641677.85714,912000000,2781000000,8120000000,20128000000,39381000000,0.14996,-708000000
104109,EBAY INC,EBAY,US2786421030,64.88,31726320000,4702276.5,348000000,5166000000,5799000000,14853000000,20378000000,0.17725,-857000000
823480,EchoStar CORP,SATS,US2787681061,25.91,7035146550,1350123.7619,1980465000,766351000,7004963000,35715267000,55556417000,-0.02422,310245000
378133,Ecolab Inc.,ECL,US2788651006,250.46,71265291303,1023295.07143,929700000,384000000,3847600000,13153900000,21461800000,0.18589,-361500000
18766492,Ecopetrol S.A.,EC,US2791581091,9.29,381974093670,1913830.90476,12128991000000,14197043000000,43591843000000,179888610000000,280141090000000,,-710353000
378134,Edison International,EIX,US2810201077,86.06,33234370761,1988406.33333,2793000000,465000000,8274000000,66950000000,84818000000,0.01727,10000000
108955,Edwards Lifesciences Corp,EW,US28176E1082,67.23,40499352000,7249204.02381,151700000,1989800000,1271400000,2594700000,10099300000,0.11167,-186200000
1094920,Elanco Animal Health Inc,ELAN,US28414H1032,14.29,7063905179,4499208.19048,672000000,416000000,1370000000,7822000000,13764000000,0.07417,-11000000
917843,Elastic N.V.,ESTC,NL0013056914,75.16,7722351705,1718705.21429,17119000,1147330000,757076000,1391055000,2150473000,-0.23885,177660000
372651,ELECTRONIC ARTS INC.,EA,US2855121099,142.59,37672268161,1999000,396000000,2766000000,2468000000,5308000000,12708000000,0.17002,-276000000
687589,Element Solutions Inc,ESI,US28618M1062,25.69,6220638462,1202719.11905,164000000,309300000,372200000,2593700000,4982400000,,29100000
18683987,Embraer S.A.,ERJ,US29082A1079,35.13,25807650475,1721279.7381,210300000,1913554000,3611258000,5265416000,6932445000,,2300000
255983,EMERSON ELECTRIC CO,EMR,US2910111044,103.9,59503530000,2865883.2381,1534000000,2298000000,7592000000,18897000000,45585000000,0.12368,-453000000
1300947,ENBRIDGE INC,ENB,CA29250N1050,40.82,88882201780,4375691.64286,3539995170,2620956018,11935363017,95753331838,147100242926,0.05802,-1411359522
897579,ENCANA CORP,ECA,n/a,39.93,10374710317,2803480.59524,1802000000,138000000,2281000000,11435000000,21356000000,0.19659,-292000000
11794934,"Endeavor Group Holdings, Inc.",EDR,US29260Y1091,27.58,8051616310,3125681.28571,451109000,778643000,2927794000,10099131000,21512743000,-0.00453,-72536000
767563,Energy Transfer LP,ET,US29273V1008,16.02,54824186389,17378277.2381,4732000000,650000000,11709000000,75450000000,121339000000,0.09436,-440000000
446632,Energysolutions Inc,ES_old,n/a,68.23,6180271967,2248971.52381,68177000,65579000,684383000,2079804000,2251694000,0.06647,-713000
10383418,"EnLink Midstream, LLC",ENLC,US29336T1007,14.66,6764849098,2834513.11905,659300000,5800000,1254700000,5694000000,8152300000,0.08916,-39100000
917156,"Enphase Energy, Inc.",ENPH,US29355A1079,118.53,16051588506,2878746.45238,80910000,1646404000,529632000,2282053000,3166576000,0.03035,-19681000
6480934,"Entegris, Inc.",ENTG,US29362U1043,111.64,16855226901,2155590,374834000,320008000,439858000,4834196000,8336586000,0.05554,3246000
354347,ENTERGY CORP /DE/,ETR,US29364G1031,64.54,27601285602,3378096.2381,642873000,1355164000,5430659000,47865232000,62766297000,-0.00669,80168000
469948,ENTERPRISE PRODUCTS PARTNERS L P,EPD,US2937921078,29.52,64067304413,4677039.78571,2148000000,138000000,14809000000,44715000000,73561000000,0.08396,-15000000
100699,EOG RESOURCES INC,EOG,US26875P1012,123.19,70045781151,3074222.83333,3886000000,5431000000,4628000000,16065000000,45224000000,0.2617,-2095000000
378136,EQT Corporation,EQT,US26884L1098,33.27,14692032000,7461365.57143,1901505000,29974000,2230248000,9581721000,24706469000,0.04973,-4206000
18580656,Equinor ASA,EQNR,US29446M1027,24.95,73471091943,2857944.83333,13204000000,5177000000,11309000000,76903000000,118063000000,0.12861,-7441000000
10383318,"Equitable Holdings, Inc.",EQH,US29452E1010,41.37,13228426314,2072973.5,9000000,82966000000,140084000000,283296000000,287769000000,,-258000000
446592,Equity Lifestyle Properties Inc,ELS,US29472R1086,74.45,13886302027,1030471.42857,209584000,35658000,3623174000,4135181000,5645475000,0.09097,10727000
421306,Equity Residential,EQR,US29476L1070,77.34,29322369191,1788900,901617000,38298000,2850994000,8272303000,19779568000,0.08174,-1149000
949674,"ESSENTIAL PROPERTIES REALTY TRUST, INC.",EPRT,US29670E1073,33.16,5813953212,1316345.40476,112105000,23557000,99843000,2014926000,5267197000,-0.11095,-637000
449267,"Essential Utilities, Inc.",WTRG,US29670G1022,39.26,10744365861,1303248.02381,354690000,35200000,678606000,10973217000,17054344000,,43323000
172930,ESTEE LAUDER COMPANIES INC,EL,US5184391044,88.1,31603160110,3947459.14286,825000000,3395000000,5702000000,16363000000,21677000000,0.14946,-363000000
469839,ETSY INC,ETSY,US29786A1060,54.09,6206949743,3737822.02381,99138000,999890000,661072000,3083084000,2448088000,0.30231,-77642000
995321,"Evergy, Inc.",EVRG,US30034W1062,61.91,14236726773,1720741.52381,1099900000,26100000,2573700000,22099300000,31831000000,-0.00292,-7100000
378141,Eversource Energy,ES,US30040W1080,68.23,24384360333,2248971.52381,1055298000,33381000,5600858000,43378173000,58352454000,-0.0137,-250563000
41775,EXACT SCIENCES CORP,EXAS,US30063P1057,67.99,12562502917,2784654.02381,213367000,946782000,668642000,3480933000,6673295000,-0.02808,-2908000
289286,"EXELIXIS, INC.",EXEL,US30161Q1040,27.6,7872947610,1858696.19048,26529000,1001999000,345703000,653387000,2773121000,0.13011,-100977000
378142,Exelon Corp.,EXC,US30161N1019,40.2,40220027921,6471556,3553000000,934000000,8275000000,78961000000,105113000000,-0.00008,-276000000
378111,Expand Energy,EXE,US1651677353,73.34,9627719648,1950237.33333,1508000000,1019000000,931000000,3238000000,13608000000,0.19429,-106000000
112653,"Expedia, Inc.",EXPE,US30212P3038,138.41,18018137675,1877495.71429,831000000,6273000000,17756000000,23767000000,25893000000,0.21835,-268000000
121214,EXXON MOBIL CORP,XOM,US30231G1022,114.18,507281938904,13605132.33333,22754000000,26460000000,70763000000,184441000000,460707000000,0.23834,-14863000000
339017,FASTENAL CO,FAST,US3119001044,35.3,40428814942,4750729.38095,174500000,255500000,717000000,1107900000,4603500000,0.47291,-363500000
259098,FEDEX CORP,FDX,US31428X1063,297.34,72647138786,1183406.16667,4287000000,6501000000,13355000000,59425000000,87007000000,0.04879,-1505000000
13511454,Ferguson plc,FERG,n/a,207.06,41813752513,1272841.69048,163000000,691000000,5529000000,10936000000,16458000000,,-111000000
88558,"Fidelity National Information Services, Inc.",FIS,US31620M1062,85.04,46394926602,2821991.80952,1752000000,2131000000,4786000000,17557000000,34598000000,0.10194,-207000000
378145,Fifth Third Bancorp,FITB,US3167731005,42.51,28770659472,3865625.45238,478000000,2837000000,,194036000000,213262000000,-0.00023,-607000000
1234769,FIRST HORIZON CORP,FHN,US3205171057,15.78,8456392550,4714265.40476,92000000,969000000,,73275000000,82230000000,0.04717,-154000000
260908,"FIRST SOLAR, INC.",FSLR,US3364331070,239.98,25689118182,1904418.83333,355355000,1740343000,3031509000,3758858000,11014255000,-0.00455,-96187000
422040,FIRSTENERGY CORP,FE,US3379321074,43.69,25162050399,2760386.66667,1386000000,60000000,6032000000,37293000000,51021000000,-0.0244,-33000000
378146,Fiserv Inc,FI,n/a,175.3,100924625807,2350287.35714,3095000000,1195000000,36201000000,64639000000,93417000000,0.1075,-823000000
902627,"FIVE BELOW, INC",FIVE,US33829M1018,101.76,5597301779,2016104.35714,149331000,327719000,432765000,2405403000,4013144000,0.04823,-96549000
116586,FLEXTRONICS INTERNATIONAL LTD.,FLEX,SG9999000020,30.85,12249648957,3169852.14286,424000000,2243000000,8969000000,12741000000,17737000000,0.06251,181000000
693510,"Floor & Decor Holdings, Inc.",FND,US3397501012,117.56,12598136240,1408864.7381,220648000,138063000,1149186000,2771468000,4818062000,0.05982,-47120000
378148,Fluor Corp.,FLR,US3434121022,46.21,7915221068,1273017.7381,71000000,2708000000,2837000000,4669000000,6811000000,0.17237,-255000000
15539321,Flutter Entertainment plc,FLUT,n/a,230.55,40974188199,2036659.04762,1180276350,3390276078,4388462108,12838000000,24322000000,,-143000000
378149,FMC Corporation,FMC,US3024913036,63.34,7906375216,1297100.35714,181500000,471500000,3516700000,7550000000,12130700000,-0.04696,1474500000
378150,FMC Technologies Inc.,FTI_old,n/a,25.49,7732226434,3791095.52381,250200000,1074200000,1646000000,3269800000,5963700000,0.1218,600000
446814,FNB Corp,FNB,US3025201019,14.2,5105909776,2149633.21429,78000000,1880000000,,41625000000,47715000000,,-95000000
249937,FORD MOTOR CO,F,US3453708600,10.9,43330221567,62659230.11905,6325000000,34566000000,54550000000,232991000000,276586000000,,247000000
130256,FORTINET INC,FTNT,US34959E1091,75.61,57834692746,5400445.83333,116300000,3339300000,3725300000,7764700000,8052900000,0.41723,-210900000
378151,Fortive Corp,FTV,US34959J1088,56.31,26178711355,3424030.02381,503800000,644100000,2045800000,6779200000,17285000000,0.11004,-111600000
11794988,Fortress Transportation and Infrastructure Investors LLC,FTAI,US34960P1012,126.77,12957339432,1094737.69048,197048000,169485000,204647000,3379685000,3449252000,-0.08686,71142000
378153,Franklin Resources,BEN,US3546131018,20.35,10643018051,4959963.19048,453400000,17967800000,3323100000,18353500000,33254900000,0.05155,-280800000
378154,Freeport-McMoran Cp & Gld,FCX,US35671D8570,43.13,61971612909,11363957.54762,2226000000,5273000000,6136000000,25949000000,54635000000,0.1691,-2498000000
388949,FRONTIER COMMUNICATIONS CORP,FYBR,US35909D1090,35.65,8876137000,3450392.16667,1517000000,1197000000,1981000000,15057000000,20194000000,-0.02118,-80000000
6767425,Frontline Ltd.,FRO,BMG3682E1921,23.23,5171529711,1559998.04762,230942000,315754000,409054000,3605420000,5882766000,-0.11246,-205000
10383338,FS KKR Capital Corp.,FSK,US3026352068,19.57,5480900094,1271173.61905,,1219000000,434000000,8394000000,15101000000,,
18728560,Full Truck Alliance Co. Ltd.,YMM,US35969L1089,7.52,158471749055,6904524.69048,,1310177449,19575352,19575352,4962349919,,13274591
18728562,Futu Holdings Limited,FUTU,US36118L1061,60.37,66548860746,1167457.71429,,,,,,,
44534,GameStop Corp.,GME,US36467W1099,20.16,8598433375,8558386.38095,54300000,4204200000,783500000,1152900000,5536300000,-0.02582,-6000000
447206,Gaming & Leisure Properties Inc,GLPI,US36467J1088,51.34,14087257813,1315726.61905,275734000,94494000,286085000,7272243000,11777168000,0.1143,-2488000
1333028,GDS Holdings Ltd,GDS,US36165L1089,17.83,27180640230,1460391.95238,497510231,1070434911,1854477839,7541342780,10335017875,-0.02987,2088704
6475602,GE HealthCare Technologies Inc.,GEHC,n/a,86.79,39633716938,2491295.78571,594000000,2015000000,8317000000,23856000000,31853000000,0.11217,-710000000
427444,Gen Digital Inc.,GEN,n/a,26.46,16286792056,3086005.09524,466000000,644000000,3752000000,13458000000,15428000000,0.26145,77000000
234391,GENERAL DYNAMICS CORP,GD,US3695501086,303.85,83491167379,1098301.28571,622000000,1362000000,18257000000,33406000000,55442000000,0.09138,-731000000
244314,GENERAL ELECTRIC CO,GE,US3696041033,180.33,195533805515,5143190.7619,1634000000,15445000000,32749000000,104346000000,123188000000,0.12718,-1002000000
78526,GENERAL MILLS INC,GIS,US3703341046,74.5,41359337901,3332646.21429,552700000,418000000,7033100000,21821400000,31469900000,0.15569,-594500000
125620,General Motors Co,GM,US37045V1008,47.52,53408779095,14195701.28571,12426000000,30829000000,95363000000,211055000000,282956000000,0.03829,-1141000000
446906,Genpact LTD,G,BMG3922B1072,38.55,6868745748,1141306.80952,98663000,914171000,1151803000,2840506000,5178265000,0.18922,-137209000
327200,GENTEX CORP,GNTX,US3719011096,29.49,6789105965,1491491.59524,92421388,275776289,304728500,337985535,2738285062,0.20897,-73420434
18382374,GFL Environmental Inc.,GFL,CA36168Q1046,39.19,14082922738,1249801.2619,922728060,20867906,915502666,7710921520,12068094314,0.01009,269079312
239284,GILEAD SCIENCES INC,GILD,US3755581036,83.05,103396592327,6149935.04762,2756000000,2772000000,10780000000,35383000000,53579000000,0.1846,-506000000
11794958,GitLab Inc.,GTLB,US37637K1088,51.63,8286615000,2214214.92857,8305000,1083104000,666848000,688258000,1376262000,0.37136,-231845000
182201,GLOBAL PAYMENTS INC,GPN,US37940X1028,112.07,28514750780,1774168.45238,1838364000,2097159000,9329351000,27591106000,50752158000,0.05464,-165424000
18645649,Global-e Online Ltd.,GLBE,IL0011741688,37.8,6266253949,1074569.88095,172527845,317423000,273512000,300381000,1202360000,0.02075,-705000
18580660,GLOBALFOUNDRIES Inc.,GFS,KYG393871085,39.11,21649269711,1452711.16667,25011049,3472576678,3099000000,6893000000,18044000000,,
647209,GoDaddy Inc.,GDDY,US3802371076,153.9,21695693144,1260076.21429,149600000,444900000,2690200000,7564900000,7721900000,-0.03549,1199400000
18645647,Gold Fields Limited,GFI,US38059T1060,14.45,12911664748,3281361.66667,594400,515000,1655500,3652600,6561300,,
60439,GOLDMAN SACHS GROUP INC,GS,US38141G1040,485.39,153285946001,1998224.45238,3565000000,206326000000,,1533850000000,1653313000000,-0.04718,-2922000000
6480946,Graphic Packaging Holding Company,GPK,US3886891015,29.87,8964413424,2072790.54762,628000000,125000000,1963000000,8015000000,10828000000,,-216000000
18815845,Grupo Financiero Galicia S.A.,GGAL,US3999091008,45.14,12694345281,1154335.2619,,,,,,,
18452182,GSK plc,GSK,n/a,42.56,183524933036,3603296.59524,,2548000000,8054000000,21942000000,57671000000,,
18807150,H World Group Limited,HTHT,US44332N1063,29.03,91707115541,1739057.35714,199866600,1268160992,2417071816,7119332258,8819792466,0.12978,-170183441
506954,H&R BLOCK INC,HRB,US0936711052,63.5,8864219572,1378831.66667,121784000,1053326000,977328000,3128216000,3218810000,0.42576,-164359000
18589402,Haleon plc,HLN,n/a,10.65,98348211300,4022144.59524,384162804,,,,,,-615023650
378158,Halliburton Co.,HAL,US4062161017,29.3,25939326684,8249368.52381,1020000000,1891000000,5760000000,14972000000,24654000000,0.23828,-705000000
365463,HALOZYME THERAPEUTICS INC,HALO,US40637H1095,61.93,7845185880,1231357.66667,84308000,529030000,133360000,1680029000,1969453000,0.26656,-79413000
378159,Harley-Davidson,HOG,US4128221086,38.84,5112159329,1703416.07143,,1849159000,3764342000,9326926000,12760242000,,-130301000
17797925,Harmony Gold Mining Company Limited,HMY,US4132163001,10.08,6376954883,4363944.2619,,172000000,174000000,927000000,3852000000,,
387752,HARTFORD FINANCIAL SERVICES GROUP INC/DE,HIG,US4165151048,117.07,34303198384,1455723.19048,439000000,154000000,,63366000000,79046000000,0.08963,-673000000
249756,HASBRO INC,HAS,US4180561072,70.42,9817049672,1382802.28571,193900000,1109800000,1830100000,5691200000,6864100000,0.06008,162700000
10383336,"HashiCorp, Inc.",HCP,US4181001037,33.94,6886235020,2270908.02381,12066000,1309290000,414051000,444868000,1678800000,0.02074,-2129000
378161,HCA Holdings,HCA,US40412C1018,397.5,102584216250,1131827.19048,3077000000,831000000,14301000000,56040000000,57379000000,,-1834000000
1253408,HDFC BANK LTD,HDB,US40415F1012,31.5,322880760342,5515165.90476,23489,25119107092,,436295105466,531257180489,0.02814,-166117
378104,Henry Schein,HSIC,US8064071025,71.24,9026663601,2059421.38095,269000000,159000000,2260000000,5111000000,10145000000,0.09652,-113000000
248677,HERSHEY CO,HSY,US4278661081,199.28,40311910393,1390963.35714,438213000,467058000,3885631000,8405808000,12415674000,0.22329,-359254000
378163,Hess Corporation,HES,US42809H1077,130.81,40304511246,1623765.64286,2215000000,2025000000,3021000000,14609000000,25810000000,0.10465,-1041000000
47023,Hewlett Packard Enterprise Co,HPE,US42824C1099,18.2,23635769230,16044359.64286,2579000000,3642000000,23865000000,38718000000,60852000000,0.08171,-230000000
13992941,HF Sinclair Corporation,DINO,n/a,46.54,8880609870,2069672.35714,811279000,866274000,2759433000,7424648000,17381762000,0.154,-305443000
740329,Hilton Worldwide Holdings Inc.,HLT,US43300A2033,220.38,54307603637,1647872.57143,143000000,731000000,4226000000,18815000000,15737000000,0.31079,-559000000
362221,HOLOGIC INC,HOLX,US4364401012,82,19046296292,1534842.38095,309900000,2439100000,999200000,3939200000,8890100000,0.15515,-87600000
261673,HOME DEPOT INC,HD,US4370761029,383.24,380669753801,3226563.80952,3416000000,1613000000,28123000000,92426000000,96846000000,0.37689,-4577000000
105257,HONEYWELL INTERNATIONAL INC,HON,US4385161066,204.24,132688845888,2736430.80952,1209000000,9807000000,21044000000,51812000000,69329000000,0.17036,-1520000000
375369,HORMEL FOODS CORP /DE/,HRL,US4404521001,32.37,17750530347,2275164.35714,228233000,561930000,1309746000,5236556000,13113782000,0.09851,-221055000
346970,"HOST HOTELS & RESORTS, INC.",HST,US44107P1049,17.81,12510462972,8648726.97619,728000000,805000000,1022000000,5418000000,12407000000,0.09337,-42000000
195506,Howmet Aerospace Inc.,HWM,US4432011082,94.59,38606587556,2812306.40476,272000000,752000000,2358000000,6402000000,10679000000,0.14226,-216000000
184360,HP INC,HPQ,US40434L1052,34.43,33180803820,7360082.90476,834000000,2878000000,27043000000,39451000000,38059000000,0.37762,-426000000
18300841,HSBC Holdings plc,HSBC,US4042804066,43.68,886424771669,1566978.7381,,,,,,,
234479,HUMANA INC,HUM,US4448591028,311.8,37541237900,1212767.21429,958000000,5501000000,,33365000000,50093000000,-0.07457,-655000000
378164,Huntington Bancshares,HBAN,US4461501045,14.57,21161946450,13373594.95238,814000000,1333000000,,176747000000,196310000000,0.01526,-327000000
980333,ICAHN ENTERPRISES L.P.,IEP,US4511001012,13.35,6347430543,1448286.40476,523000000,4524000000,5977000000,12602000000,17988000000,0.11365,-115000000
86933,ILLUMINA INC,ILMN,US4523271090,130.21,20742453000,1603444.78571,430000000,994000000,2208000000,4645000000,6081000000,0.10028,-9000000
671924,INCYTE CORP,INCY,US45337C1027,66.43,12794286934,1988263.2381,87147000,1057168000,1296026000,1664744000,4661803000,0.02255,-253842000
858321,Infineon,IFX.DE,DE0006231004,33.39,43440390000,3433910.35714,1808275570,3922000000,4443000000,11933000000,23334000000,0.10356,-172102896
11794960,Informatica Inc.,INFA,US45674M1018,25.48,6596481859,1773603.66667,229906000,1128537000,878873000,2795989000,5121805000,0.05166,-119782000
1253409,Infosys Ltd,INFY,US4567881085,22.97,95345425648,7902675.54762,565000000,3321000000,4337000000,5943000000,16523000000,0.46201,-1177000000
18482566,ING Groep N.V.,ING,US4568371037,18.24,63807067115,1740080.7619,,21458000,784980000,792245000,837855000,,
6475601,Ingersoll Rand Inc.,IR,US45687V1061,93.97,19677318000,2452141.19048,500900000,1197500000,1654700000,5534200000,15154000000,,-213900000
6767451,Insmed Incorporated,INSM,US4576693075,73.26,12589665286,1896378.92857,11044000,1246799000,673669000,1771300000,1810118000,-0.49833,-2969000
85652,INTEL CORP,INTC,US4581401001,21.47,91805720000,83172949.38095,10080000000,29273000000,32027000000,85771000000,206205000000,-0.10051,866000000
718957,"Interactive Brokers Group, Inc.",IBKR,US45841N1072,32.95,14344551323,3413738.09524,96000000,3918000000,,121464000000,136648000000,0.07577,-287000000
378167,Intercontinental Exchange,ICE,US45866F1049,162.81,93476073510,2696382.5,1450000000,885000000,87464000000,110938000000,137682000000,0.10696,-652000000
69543,INTERNATIONAL BUSINESS MACHINES CORP,IBM,US4592001014,214.13,197245462995,3630321.28571,4531000000,18766000000,29649000000,109745000000,133846000000,0.1312,-520000000
261549,INTERNATIONAL PAPER CO /NEW/,IP,US4601461035,49.49,17191328383,4537605.66667,1486000000,1049000000,4114000000,14468000000,23063000000,0.01177,288000000
378168,Interpublic Group,IPG,US4606901001,31.23,11786936092,3844521.95238,261500000,1545500000,8287300000,13074000000,17011800000,0.18555,-369700000
378169,Intl Flavors & Fragrances,IFF,US4595061015,104.22,26644799219,1273448.61905,1103000000,671000000,3425000000,15252000000,29543000000,0.0694,-65000000
183557,INTUIT INC,INTU,US4612021034,644.82,180737887440,1299968.97619,789000000,4074000000,3570000000,13696000000,32132000000,0.1439,-587000000
103498,INTUITIVE SURGICAL INC,ISRG,US46120E6023,483.32,171749780344,1313132.66667,485900000,4757200000,1487500000,1853400000,16649900000,0.00555,-121500000
378170,Invesco Ltd.,IVZ,BMG491BT1088,16.6,7470538272,3842802.47619,180100000,2521300000,2484400000,11402200000,27167600000,0.02761,72400000
949710,Invitation Homes Inc.,INVH,US46187W1071,36.11,22120770929,3424186.54762,695790000,749398000,354307000,9172734000,19239443000,,
855206,IONIS PHARMACEUTICALS INC,IONS,US4622221004,41.51,6069222387,1575877.78571,10080000,2078686000,306162000,2427430000,2691128000,-0.23585,-13237000
744724,IQVIA HOLDINGS INC.,IQV,US46266C1053,239.98,43748354000,1108108.54762,1146000000,1545000000,6620000000,19684000000,26398000000,0.12805,-73000000
378171,Iron Mountain Incorporated,IRM,US46284V1017,115.92,34003488950,1763696.83333,574017000,144256000,2158074000,17914822000,17966934000,0.0183,-48858000
18815851,Itaú Unibanco Holding S.A.,ITUB,US4655621062,6.11,33324669503,19534653.07143,6068000000,,,,,,
254348,J M SMUCKER Co,SJM,US8326964058,119.71,12737888836,1089053.66667,469800000,39500000,3764000000,12578700000,20348200000,0.08911,-258600000
79450,JABIL CIRCUIT INC,JBL,US4663131039,106.83,12119349861,1425701.95238,729000000,2457000000,11535000000,15173000000,17449000000,0.44268,-463000000
