SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.,R&D
378120,ConocoPhillips,COP,US20825C1045,24371000000,2513000000,2297000000,6805000000,17.14472,0.03643,36.09,38708914519,6901832.33333,-9284000000,1091200500,15087000000,-12574000000,-427000000,8136000000,146000000,11053000000,14998000000,31493000000,-16000000,7581000000,-6142000000,-2216000000,-4281000000,0.61906,0.10311,0.09425,0.07294,2.96256,-796000000
378121,Consolidated Edison,ED,US2091151041,12269000000,2719000000,1333000000,4028000000,18.9526,0.02256,75.93,25398326458,2394550.61905,-2306000000,332725000,9963000000,-7244000000,,4518000000,1965000000,4564000000,21114000000,18441000000,-453000000,2775000000,-3838000000,143000000,1437000000,0.81205,0.22162,0.10865,0.07228,3.02176,
101392,"CONTINENTAL RESOURCES, INC",CLR,US2120151012,3355790000,372707000,-72842000,114234000,-73.35913,-0.00493,14.61,5334535917,2679029.38095,-668377000,365751250,2687413000,-2314706000,-211708000,2237956000,7416000,428390000,5747970000,6571252000,148760000,2254354000,-2233154000,-254944000,-221023000,0.80083,0.11106,-0.02171,-0.01108,-1.56824,-23337000
186450,COOPER COMPANIES INC,COO,US2166484020,2440900000,358300000,278200000,233800000,61.50177,0.04122,86.94,18549657852,1307021.42857,-875100000,196800000,1565800000,-1207500000,-977900000,638900000,552600000,1321300000,1880400000,3760400000,-140000000,468200000,-306200000,-196000000,-149300000,0.64148,0.14679,0.11397,0.07398,0.8404,-91100000
287342,COPART INC,CPRT,US2172041061,2222499000,803186000,687870000,413290000,34.58015,0.21757,25.56,24058640055,5753550.57143,-1222509000,927259000,999990000,-196804000,-196804000,901567000,3543000,794152000,407196000,2281011000,13258000,844118000,-602959000,72793000,-30055000,0.44994,0.36139,0.3095,0.30156,0.60083,
261761,CORNING INC /NY,GLW,US2193501051,10703000000,288000000,202000000,744000000,124.21233,0.00733,32.82,25001498494,4863968.16667,-7515000000,764500000,3188000000,-2900000000,-1566000000,1810000000,12000000,6846000000,7809000000,12133000000,489000000,2705000000,-1641000000,-603000000,-57000000,0.29786,0.02691,0.01887,0.01665,3.68317,-1224000000
1169062,"Corteva, Inc.",CTVA,US22052L1044,14041000000,779000000,462000000,895000000,47.99387,0.01095,29.58,22142671020,4673515.33333,-8415000000,749600000,5626000000,-4847000000,-3115000000,1877000000,1529000000,14422000000,2631000000,24801000000,-389000000,1308000000,-482000000,-50000000,-49000000,0.40068,0.05548,0.0329,0.01863,1.93723,-1132000000
486790,COSTAR GROUP INC,CSGP,US22160N1090,1516540000,352438000,299699000,379321000,101.65899,0.04626,83.08,32706185018,2153666.19048,-299117000,366720000,1217423000,-864985000,-669598000,447425000,,3690648000,745000000,5224321000,-92646000,472859000,-642670000,1690148000,2419857000,0.80276,0.2324,0.19762,0.05737,1.26567,-149830000
217867,COSTCO WHOLESALE CORP /NEW,COST,US22160K1051,160876000000,4969000000,3710000000,5486000000,40.32492,0.07172,338.88,149532494400,1923924.52381,-139848000000,441470250,21028000000,-16059000000,-15989000000,6582000000,1497000000,25254000000,9095000000,17203000000,646000000,6912000000,-3870000000,-163000000,770000000,0.13071,0.03089,0.02306,0.21566,1.47871,
378102,Coterra Energy Inc.,CTRA,US1270971039,1609284000,419132000,321582000,251307000,24.35014,0.07102,19.41,7736435490,4600205.90476,-664090000,403429500,945194000,-526062000,-97486000,831217000,175000000,463934000,1220495000,2165979000,4450000,875187000,-460755000,-363225000,-527084000,0.58734,0.26045,0.19983,0.14847,0.78147,-16491000
811353,Coupa Software Inc,COUP,US22266L1061,458371000,-70363000,-108302000,-36023000,-147.0411,-0.04748,244.83,16856099420,1240923.19048,-168674000,65044500,289697000,-360060000,-254418000,-30220000,595007000,1482407000,1457530000,427049000,12567000,86908000,-438177000,29931000,642824000,0.63201,-0.15351,-0.23628,-0.25361,0.33262,-105642000
854465,Covestro,1COV.DE,DE0006062144,13366029218,728799290,437360499,814912870,,0.03302,52.84,9662569955,1233974.30952,-10545143925,182768745,2820885293,-2004173514,-1918293154,1574896326,735994262,6249882309,2777357657,6230020395,54182976,1287328061,-869252007,7839354,66716619,0.21105,0.05453,0.03272,0.0702,1.86325,-292448670
1039026,"CrowdStrike Holdings, Inc.",CRWD,US22788C1053,654277000,-122217000,-113009000,1009000,-240.29347,-0.06989,128.58,28216721304,5960628.57143,-182057000,211194000,472220000,-594437000,-428693000,-91763000,,1315981000,0,792015000,163901000,258344000,11726000,59236000,60777000,0.72174,-0.1868,-0.17272,-0.14269,-0.00893,-165744000
378122,Crown Castle International Corp.,CCI,US22822V1017,5720000000,1531000000,676000000,1576000000,100.21261,0.01653,162.65,68259046881,1765147.02381,-1957000000,416500000,3763000000,-2232000000,-646000000,3117000000,99000000,3436000000,21113000000,9826000000,357000000,2880000000,-1961000000,-75000000,1326000000,0.65787,0.26766,0.11818,0.0688,2.33136,
248102,CSX CORP,CSX,US1264081035,10973000000,4396000000,2896000000,5518000000,21.29562,0.07444,26.5,60821677646,10683779.78571,-5207000000,2327250000,5766000000,-1370000000,,5766000000,378000000,3791000000,16506000000,12163000000,413000000,4767000000,-849000000,-2333000000,-2380000000,0.52547,0.40062,0.26392,0.2381,1.90539,
117529,CubeSmart,CUBE,US2296631094,659932000,235959000,160598000,,39.28006,0.03991,32.61,6318113541,1024997.7381,-219279000,193446750,440653000,-204694000,-39521000,404063000,,10001000,1852121000,1820124000,7951000,343019000,-249346000,62825000,-102664000,0.66772,0.35755,0.24336,0.08823,,
256275,CVS HEALTH Corp,CVS,US1266501006,263795000000,14103000000,8259000000,,9.22933,0.03507,58.41,76441368515,7884260.64286,-215212000000,1305000000,48583000000,-34480000000,,,11828000000,62506000000,75309000000,68355000000,,15986000000,-4468000000,265000000,-2711000000,0.18417,0.05346,0.03131,0.12083,,
378124,D. R. Horton,DHI,US23331A1097,18949600000,2492800000,2050000000,7412800000,17.96621,0.11405,73.32,88821586685,3596568.69048,-14501200000,1221746456,4448400000,-1955600000,-1955600000,2569800000,,16821700000,4297300000,11327100000,4397900000,1400300000,-168100000,-478800000,255200000,0.23475,0.13155,0.10818,0.18098,3.616,
89750,DANAHER CORP /DE/,DHR,US2358511028,17515100000,3203900000,3372100000,5612300000,43.57116,0.04732,207.15,146954040585,2036730.2381,-7831400000,709275000,9683700000,-6479800000,-5376800000,4509100000,17200000,12343800000,22387200000,36272900000,148200000,4340800000,-20840000000,3512800000,16628600000,0.55288,0.18292,0.19253,0.09296,1.66433,-1103000000
108420,DARDEN RESTAURANTS INC,DRI,US2371941053,7806900000,438100000,-52400000,193100000,-214.53767,-0.00527,91.62,11928918045,1996918.04762,-6398500000,122700000,1408400000,-970300000,-614400000,794000000,270000000,1101400000,1198800000,2331200000,-35000000,717400000,-544000000,195600000,138700000,0.1804,0.05612,-0.00671,-0.02248,-3.68511,
1234767,DARLING INGREDIENTS INC.,DAR,US2372661015,3402992000,116551000,419279000,166730000,14.04552,0.07871,35.14,5833204860,1280397.7381,-2572711000,167586500,830281000,-713730000,-378889000,451392000,42758000,931051000,1595876000,2698354000,-59755000,471966000,-301144000,-74210000,-171948000,0.24399,0.03425,0.12321,0.15538,0.39766,
963381,"Datadog, Inc.",DDOG,US23804L1035,480768000,-2052000,3493000,-30675000,6217.2619,0.00196,87.25,26466018623,4309120.30952,-104378000,248904250,376390000,-378442000,-227376000,12944000,,1626072000,559621000,912868000,-19616000,70247000,-1287933000,17617000,1363866000,0.78289,-0.00427,0.00727,0.00383,-8.78185,-151066000
349826,DAVITA INC.,DVA,US23918K1088,11523878000,1788685000,829336000,2365697000,14.31889,0.04296,90.14,10997080000,1094481.7381,-7951810000,131741439,3572068000,-1783383000,-1156946000,2415122000,1906560000,5779830000,9801234000,3575754000,313154000,2332743000,-814491000,-2625367000,-2146324000,0.30997,0.15522,0.07197,0.23193,2.85252,
1054410,DECKERS OUTDOOR CORP,DECK,US2435371073,2139019000,361853000,287520000,440409000,20.85595,0.15554,35.55,5976956301,2015783.85714,-1022799000,168678000,1116220000,-754367000,-754367000,399696000,646000,1289810000,30747000,1136928000,-156000,354132000,-34010000,-153023000,-159359000,0.52184,0.16917,0.13442,0.25289,1.53175,
373449,DEERE & CO,DE,US2441991054,35705000000,4948000000,2715000000,10861000000,25.38424,0.03514,219.94,68923646254,1679914.38095,-23942000000,313350000,11763000000,-6815000000,-3411000000,7059000000,14436000000,54479000000,48473000000,12891000000,2117000000,7065000000,-3312000000,-480000000,1017000000,0.32945,0.13858,0.07604,0.21061,4.00037,-1689000000
59180,Dell Technologies Inc.,DELL,US24703L2025,91506000000,3391000000,2098000000,4205000000,23.36896,0.0173,33.74,49708232820,4101925.38095,-62687000000,1453114500,28819000000,-25428000000,-20317000000,9076000000,10345000000,41090000000,53953000000,5168000000,-1095000000,7865000000,-4812000000,-2065000000,-855000000,0.31494,0.03706,0.02293,0.40596,2.00429,-5111000000
231789,DELTA AIR LINES INC /DE/,DAL,US2473617023,34059000000,699000000,-3658000000,,-5.94393,-0.05062,33.96,21661615094,21461707.47619,-26868000000,640250000,7191000000,-6492000000,-1430000000,,6801000000,18915000000,31584000000,8690000000,,3270000000,-8938000000,-778000000,14457000000,0.21113,0.02052,-0.1074,-0.42094,,
378126,Dentsply Sirona,XRAY,US24906P1093,3438500000,17000000,-48000000,445300000,-219.8351,-0.00558,47.72,10426647826,1605150.33333,-1670000000,221125000,1768500000,-1751500000,-1751500000,332200000,300000,2362900000,2183000000,4645400000,163800000,622800000,-24500000,-302200000,271600000,0.51432,0.00494,-0.01396,-0.01033,-9.27708,
1088259,Deutsche Bank AG,DBK.DE,n/a,25940422463,-1069511870,-6037422505,-52409441370,,-0.0042,9.22,19463420000,10576072.71429,,2112000000,,,,3402279646,50269414951,,201386597794,68830054923,-58493900000,-45299147270,-11512651337,-199343573,-3137981424,,-0.04123,-0.23274,-0.08771,8.68076,
854468,Deutsche Post,DPW.DE,DE0005552004,70589117467,3971530741,2424648721,5324869567,,0.04214,46.86,57212790718,3064674.33333,-35549457130,1234653499,35039660336,-33116215162,,8220831579,3229767923,16592422367,19155712728,16211735680,306257597,7297467470,-3086264125,-33215916,-4563760954,0.49639,0.05626,0.03435,0.14956,2.19614,
1099105,Deutsche Telekom,DTE.DE,DE0005557508,90058144810,11447827686,4317522238,14935519374,,0.02253,18,85374000000,9209694.7381,-38064550846,4743000000,51993593963,-41891877954,-18794307692,31341564972,13043760378,26945996822,75522721561,50622501893,-2948277962,23383490360,-14847958395,,-10851083261,0.57733,0.12712,0.04794,0.08529,3.45928,
352596,DEXCOM INC,DXCM,US2521311074,1716000000,258900000,204700000,96300000,173.85603,0.05812,96.55,36975640343,3137435.2381,-619200000,368600000,1096800000,-837900000,-539400000,314400000,,3033000000,1658800000,1353900000,-36900000,394200000,-1491800000,13500000,918400000,0.63916,0.15087,0.11929,0.15119,0.47044,-298500000
896740,"Diamondback Energy, Inc.",FANG,US25278X1090,3403000000,834000000,-2784000000,1562000000,-1.94317,-0.13689,33.79,5332875934,2241488.28571,-112000000,160100250,3291000000,-2457000000,-99000000,2350000000,,654000000,5952000000,11835000000,278000000,2864000000,-3651000000,3000000,515000000,0.96709,0.24508,-0.8181,-0.23523,-0.56106,
179423,DICKS SPORTING GOODS INC,DKS,US2533931026,8617454000,349721000,260824000,1193855000,18.90718,0.03647,58.55,5217520715,2687351.07143,-6147573000,84226250,2469881000,-2120160000,-2111701000,654213000,,3093252000,404573000,1930296000,640809000,1308543000,-111535000,-129385000,-252592000,0.28661,0.04058,0.03027,0.13512,4.57724,
378127,Discover Financial Services,DFS,US2547091080,11394000000,1379000000,1032000000,1387000000,17.94277,0.00907,59.54,18244315271,3146172.92857,,311000000,,,,1859000000,,,23194000000,9643000000,-516000000,5550000000,-5692000000,1623000000,3956000000,,0.12103,0.09057,0.10702,1.34399,
741324,DISH Network CORP,DISH,US25470M1099,12813707000,2129990000,1268150000,2611712000,12.81236,0.03786,32.04,16830777999,2512523.40476,-1016146000,507116000,11797561000,-9667571000,-822904000,2776670000,2073410000,4108574000,13059262000,12765352000,-97431000,3026978000,-793817000,18095000,-1497714000,0.9207,0.16623,0.09897,0.09934,2.05947,
810159,DOCUSIGN INC,DOCU,US2561631068,1163623000,-186838000,-206369000,-193198000,-170.35823,-0.10051,193.39,35809037884,6806287.71429,-294686000,181791500,868937000,-1055775000,-836898000,-128941000,,968023000,479105000,501891000,17485000,220914000,100612000,198092000,-144720000,0.74675,-0.16057,-0.17735,-0.41118,0.93618,-218877000
80798,DOLLAR GENERAL CORP,DG,US2566771059,31281725000,3121703000,2339034000,4415680000,21.99967,0.09049,203.5,50678357543,1805085.57143,-21529949000,252864750,9751776000,-6630073000,-6630073000,3659216000,,7597408000,4089001000,7356071000,1007453000,4014812000,-914008000,-1480018000,-400768000,0.31174,0.09979,0.07477,0.31797,1.88782,
378128,Dollar Tree,DLTR,US2567461080,24625900000,1661600000,887900000,1619800000,23.61831,0.04295,88.54,21011223581,2088076.83333,-17249800000,236850000,7376100000,-5714500000,-5714500000,2334300000,800000000,5232500000,4024300000,6813600000,-17500000,2462800000,-1002600000,17900000,-310400000,0.29953,0.06747,0.03606,0.13031,1.8243,
189087,DOMINION RESOURCES INC /VA/,D,US25746U1097,16825000000,5231000000,545000000,3936000000,121.45821,0.00525,79.82,67059643866,3483823.2381,-3720000000,829300000,13105000000,-7874000000,,8233000000,3185000000,6124000000,40331000000,30884000000,1201000000,6027000000,-5332000000,2338000000,-513000000,0.7789,0.31091,0.03239,0.01765,7.22202,
378129,Dow Inc.,DOW,US2605571031,39092000000,2619000000,-1976000000,5997000000,-19.08473,-0.03334,50.97,37774960307,4387800.30952,-33935000000,739875000,5157000000,-2538000000,-1411000000,5495000000,1304000000,16997000000,17592000000,13097000000,1878000000,6503000000,-1846000000,269000000,-3454000000,0.13192,0.067,-0.05055,-0.15087,-3.03492,-728000000
1085359,DraftKings Inc.,DKNG,US26142R1041,357401000,-314368000,-315398514,-218212717,-67.50539,-0.1256,53.11,15507695120,16619987.69048,-155249000,313082345,202152000,-516520000,-437323000,-283559000,,1451121000,0,2191288000,38142024,-174038000,-221503000,1289688767,1572101000,0.56562,-0.87959,-0.88424,-0.14422,0.69048,-79197000
808182,"DROPBOX, INC.",DBX,US26210C1045,1796600000,14400000,33200000,144400000,243.00113,0.01211,19.5,8060547456,6142295.07143,-415300000,413725000,1381300000,-1366900000,-649600000,175600000,83800000,1222300000,235900000,803400000,86400000,535700000,-239100000,-138100000,-305500000,0.76884,0.00802,0.01848,0.04132,4.3494,-717300000
378131,DTE Energy Co.,DTE,US2333311072,11872000000,1825000000,1203000000,3091000000,18.43327,0.0275,99.46,22514225173,1144000.57143,-5864000000,222956250,6008000000,-4183000000,-2411000000,3190000000,1584000000,3497000000,18916000000,11892000000,-235000000,2963000000,-6403000000,1023000000,3999000000,0.50606,0.15372,0.10133,0.10116,2.56941,
191249,Duke Energy CORP,DUK,US26441C2044,24413000000,5699000000,2110000000,-201000000,29.36943,0.01318,84.6,62217558790,3255709.35714,-12755000000,732500000,11658000000,-5959000000,,11043000000,8541000000,9237000000,66247000000,46611000000,-588000000,8510000000,-11640000000,414000000,3290000000,0.47753,0.23344,0.08643,0.04527,-0.09526,
446513,Duke Realty Corp,DRE,US2644115055,936684000,477280000,372644000,-288620000,36.45768,0.0435,37.04,13725608516,1800617.71429,-73719000,366785500,862965000,-609796000,-113620000,761746000,,100508000,3075186000,5057416000,-234481000,509264000,-557450000,307311000,89755000,0.9213,0.50954,0.39783,0.07368,-0.77452,
546332,"DUPONT DE NEMOURS, INC.",DD,US26614N1028,20679000000,2158000000,-2546000000,3657000000,-17.6578,-0.03814,60.77,44594701733,4089791.88095,-13548000000,739785418,7131000000,-4973000000,-2469000000,4736000000,3559000000,11986000000,19167000000,37577000000,228000000,2980000000,-1004000000,-828000000,161000000,0.34484,0.10436,-0.12312,-0.06775,-1.43637,-901000000
1251549,"Dynatrace, Inc.",DT,US2681501092,578761000,-113871000,-356004000,142186000,-26.60663,-0.17393,39.85,11200675405,3344491.88095,-127930000,275047750,450831000,-564702000,-408751000,-50056000,,441936000,510452000,988577000,3339000,-139614000,-25678000,593773000,361718000,0.77896,-0.19675,-0.61511,-0.36012,-0.39939,-117127000
378132,E*Trade,ETFC,n/a,2618000000,1256000000,785000000,6922000000,14.98318,0.01116,52.04,11505855615,1843358.61905,,226014500,,,,1499000000,,,0,6820000000,5239000000,6365000000,-1281000000,-838000000,-3006000000,,0.47976,0.29985,0.1151,8.81783,
854469,E.ON,EOAN.DE,DE000ENAG999,55291583919,784405909,938502683,-414440902,,0.0084,11.56,30136920000,6341034.7381,-43246454130,2403000000,12045129787,-21388898944,-5343899541,4124049746,3422869866,27059651109,36598887084,11882941842,-943562453,2746900049,-5204217916,-404071154,2234234307,0.21785,0.01419,0.01697,0.07898,-0.4416,
122948,EASTMAN CHEMICAL CO,EMN,US2774321002,8695000000,1091000000,579000000,1631000000,20.08189,0.03625,85.48,11569697143,1002923.71429,-6676000000,136025000,2019000000,-928000000,-654000000,1671000000,702000000,3526000000,6133000000,6098000000,330000000,1694000000,-462000000,-151000000,-712000000,0.2322,0.12547,0.06659,0.09495,2.81693,-232000000
124922,Eaton Corp plc,ETN,IE00B8KQN827,19197000000,2057000000,1542000000,3701000000,27.92265,0.05081,105.01,42014501000,1454606.5,-13247000000,410025000,5950000000,-3893000000,-3315000000,2896000000,1362000000,8213000000,8268000000,14237000000,925000000,3100000000,-256000000,-1831000000,-2929000000,0.30994,0.10715,0.08033,0.10831,2.40013,-578000000
104109,EBAY INC,EBAY,US2786421030,10709000000,2953000000,5024000000,3797000000,7.48382,0.25102,48.64,34042217482,8555354.54762,-2401000000,773000000,8308000000,-5355000000,-4118000000,3609000000,516000000,7394000000,8677000000,2902000000,54000000,3376000000,3370000000,-5953000000,-7203000000,0.7758,0.27575,0.46914,1.73122,0.75577,-1196000000
378133,Ecolab Inc.,ECL,US2788651006,13908600000,1980400000,-857800000,2471700000,-69.76335,-0.04744,207.5,59217340813,1150217.64286,-8178100000,288400000,5730500000,-3750100000,-3750100000,2866100000,534900000,5166200000,7286900000,5890200000,2700000,2261800000,-720500000,144900000,-154900000,0.41201,0.14239,-0.06167,-0.14563,-2.88144,
378134,Edison International,EIX,US2810201077,12488000000,1978000000,1115000000,-2366000000,17.06345,0.01663,52.63,19905770651,2169894.45238,-5014000000,361500000,7474000000,-5496000000,,3949000000,1504000000,4796000000,20742000000,16446000000,-991000000,-280000000,-4934000000,3322000000,5475000000,0.59849,0.15839,0.08929,0.0678,-2.12197,
108955,Edwards Lifesciences Corp,EW,US28176E1082,4321800000,830700000,743600000,946300000,70.24344,0.11575,83.69,52033469224,2415680.09524,-1081900000,624125000,3239900000,-2409200000,-1650300000,926700000,,2690300000,594700000,3839100000,287800000,1274900000,-602900000,-483700000,-490900000,0.74966,0.19221,0.17206,0.19369,1.27259,-758900000
1094920,Elanco Animal Health Inc,ELAN,US28414H1032,2802300000,214100000,-101800000,270500000,-104.89316,-0.01031,27.35,10909980202,4772810.2381,-1399100000,390425000,1403200000,-1189100000,-723000000,538600000,25900000,3191300000,2056300000,6651900000,-22500000,329500000,-166300000,1219900000,848900000,0.50073,0.0764,-0.03633,-0.0153,-2.65717,-263400000
917843,Elastic N.V.,ESTC,NL0013056914,466780000,-158322000,-144406000,-71641000,-57.50571,-0.17582,102.29,8824768301,1068879.64286,-131270000,81182608,335510000,-493832000,-317966000,-142495000,,497929000,0,432379000,76710000,-6872000,-27981000,,67708000,0.71878,-0.33918,-0.30937,-0.33398,0.49611,-175866000
372651,ELECTRONIC ARTS INC.,EA,US2855121099,5787000000,1505000000,1983000000,1269000000,18.36578,0.17574,125.26,36174689047,2054581.16667,-1470000000,290750000,4317000000,-2812000000,-1174000000,1655000000,599000000,6690000000,996000000,7782000000,190000000,2017000000,-415000000,-918000000,-1117000000,0.74598,0.26007,0.34266,0.25482,0.63994,-1616000000
378099,Elevance Health Inc.,ELV,US46138E2972,112966000000,8944000000,5916000000,12287000000,11.25619,0.06725,263,66146198454,1079485.47619,,253200000,,,,10047000000,0,,21476000000,34455000000,1812000000,11019000000,-8693000000,-1354000000,-376000000,,0.07917,0.05237,0.1717,2.07691,
255983,EMERSON ELECTRIC CO,EMR,US2910111044,17198000000,3106000000,1959000000,3950000000,21.39797,0.09015,69.09,41287625822,2676523.85714,-9943000000,606725000,7255000000,-4149000000,-4149000000,3950000000,1725000000,7879000000,7225000000,7878000000,116000000,3058000000,-821000000,-1192000000,-1329000000,0.42185,0.1806,0.11391,0.24867,2.01633,
1300947,ENBRIDGE INC,ENB,CA29250N1050,43919000000,7390000000,1913000000,9275000000,32.54886,0.01162,30.84,62456995481,2784670.90476,-25917000000,2018500000,18002000000,-10612000000,-7072000000,10930000000,3452000000,6957000000,67132000000,69941000000,523000000,9953000000,-3467000000,3000000,-6811000000,0.40989,0.16826,0.04356,0.02735,4.84841,
446632,Energysolutions Inc,ES_old,n/a,1754983000,25921000,-144564000,104182000,-51.2105,-0.0642,81.93,7421217679,1254357.57143,-1559940000,90360000,195043000,-169122000,-169122000,94098000,0,708542000,646430000,171890000,22531000,48301000,-29769000,-7342000,-43879000,0.11114,0.01477,-0.08237,-0.84103,-0.72066,
917156,"Enphase Energy, Inc.",ENPH,US29355A1079,721172000,135314000,169407000,31573000,48.76039,0.16976,66.87,8426114102,3395258.92857,-449523000,123528500,271649000,-136335000,-89014000,149724000,102271000,757201000,355445000,370176000,-8333000,171885000,-19416000,80850000,249371000,0.37668,0.18763,0.23491,0.45764,0.18637,-47321000
6480934,"Entegris, Inc.",ENTG,US29362U1043,1681877000,312334000,227247000,290240000,40.41067,0.08104,68.11,9174417000,1018766.85714,-921041000,134829000,760836000,-448502000,-264166000,453886000,,1188847000,1183992000,1231789000,-102034000,295359000,-398976000,-51441000,116179000,0.45237,0.18571,0.13512,0.18449,1.2772,-123729000
354347,ENTERGY CORP /DE/,ETR,US29364G1031,10442848000,1819036000,1229512000,-1093592000,15.84289,0.02304,48.81,19544629351,2090854.85714,-2758460000,399078501,7684388000,-5865352000,-3085805000,4063754000,3151234000,3546996000,21429592000,10680398000,-165363000,3211844000,-4683434000,77818000,1771149000,0.73585,0.17419,0.11774,0.11512,-0.88945,
469948,ENTERPRISE PRODUCTS PARTNERS L P,EPD,US2937921078,29202900000,5311500000,4500900000,2758100000,8.14328,0.07266,16.64,36373316645,7153722.64286,-22324200000,2202650000,6878700000,-1567200000,-219500000,7329400000,2325000000,7116300000,29610200000,25941400000,-237200000,6530600000,-4219500000,-221200000,-981800000,0.23555,0.18188,0.15413,0.1735,0.61279,
100699,EOG RESOURCES INC,EOG,US26875P1012,14444767000,2874506000,352072000,2213910000,67.65694,0.01,41.19,23982612278,4322069,,578298500,,-11570261000,-4641062000,6494050000,21121000,4597391000,5724262000,20387557000,388055000,6541860000,-5029678000,-3941000,-255376000,,0.199,0.02437,0.01727,6.28823,-137995000
10383318,"Equitable Holdings, Inc.",EQH,US29452E1010,13728000000,6188000000,38000000,29295000000,235.82217,0.00015,19.1,8602640000,2547235.45238,,469175000,,-7540000000,,7918000000,4113000000,101795000000,4113000000,19221000000,515000000,-339000000,5788000000,-805000000,2026000000,,0.45076,0.00277,0.00198,770.92105,
421306,Equity Residential,EQR,US29476L1070,2704925000,895268000,1123274000,1302778000,18.43967,0.05423,55.78,20761881498,2479705.19048,-539478000,371330250,2165447000,-1270179000,-49400000,1740026000,2340757000,245533000,8421859000,11174171000,-51534000,1401297000,162678000,44443000,-1627910000,0.80056,0.33098,0.41527,0.10052,1.1598,
449267,"Essential Utilities, Inc.",WTRG,US29670G1022,1109721000,388387000,279126000,-3514411000,34.02508,0.02142,39.77,9749658969,1220445.19048,-458774000,238805250,650947000,-262560000,,584960000,87839000,312454000,5262440000,4635534000,10387000,496182000,-4098013000,738969000,1634982000,0.58659,0.34999,0.25153,0.06021,-12.59077,
172930,ESTEE LAUDER COMPANIES INC,EL,US5184391044,14294000000,606000000,684000000,933000000,113.7208,0.03847,215.71,77829169110,1284329.92857,-3552000000,360600000,10742000000,-10136000000,-8637000000,1217000000,1222000000,8892000000,6136000000,3962000000,-11000000,2280000000,-1698000000,-713000000,1461000000,0.7515,0.0424,0.04785,0.17264,1.36404,
469839,ETSY INC,ETSY,US29786A1060,1124737000,183775000,155039000,300325000,83.80191,0.08799,109.23,13034155168,4123000.90476,-353570000,118946847,771167000,-587392000,-436211000,241188000,8073000,1194335000,860558000,524175000,63317000,375721000,-417686000,-160357000,361708000,0.68564,0.16339,0.13784,0.29578,1.93709,-151181000
995321,"Evergy, Inc.",EVRG,US30034W1062,5010600000,1173700000,633500000,760600000,18.87564,0.02413,52.2,11840397588,2334415.7619,-1416400000,229075000,3594200000,-2420500000,-1183900000,2046500000,1133600000,1790400000,10414800000,8526900000,-119700000,1637800000,-1152000000,-500000000,-416600000,0.71732,0.23424,0.12643,0.07429,1.20063,
378141,Eversource Energy,ES,US30040W1080,8553037000,2632121000,1155906000,711509000,23.34457,0.0275,81.93,28074775803,1254357.57143,-2951076000,329355913,5601961000,-2969840000,,3560094000,700960000,2405413000,14398722000,13960828000,-241318000,2090365000,-3071091000,1354377000,990483000,0.65497,0.30774,0.13515,0.0828,0.61554,
41775,EXACT SCIENCES CORP,EXAS,US30063P1057,1131069000,-281150000,-154353000,-639758000,-68.83293,-0.03455,74.89,11246030595,1471987.90476,-281400000,141869000,849669000,-1154484000,-938023000,-228320000,1319000,1504858000,1558646000,2511193000,-99085000,-114461000,-389559000,28785000,1003208000,0.75121,-0.24857,-0.13647,-0.06147,4.14477,-153657000
289286,"EXELIXIS, INC.",EXEL,US30161Q1040,998407000,321265000,281628000,345511000,29.19488,0.13761,26.94,8324347364,1892870.52381,-36567000,305200250,961840000,-640575000,-232022000,329991000,,1394663000,0,1833324000,-32011000,391386000,-230767000,25702000,-2729000,0.96337,0.32178,0.28208,0.15362,1.22683,-408553000
378142,Exelon Corp.,EXC,US30161N1019,33340000000,4090000000,2647000000,5531000000,13.23571,0.02096,25.63,35034928500,7984125.69048,-14509000000,1366950000,18831000000,-14741000000,,9689000000,3633000000,12533000000,40135000000,34871000000,-2612000000,6441000000,-6520000000,83000000,1581000000,0.56482,0.12268,0.07939,0.07591,2.08954,
112653,"Expedia, Inc.",EXPE,US30212P3038,9080000000,-320000000,-1569000000,-4289000000,-8.84836,-0.07163,96.79,13134718051,2771881.80952,-2146000000,143435000,6934000000,-7254000000,-5230000000,397000000,750000000,8944000000,9553000000,4225000000,-3507000000,-3150000000,-728000000,149000000,5474000000,0.76366,-0.03524,-0.1728,-0.37136,2.73359,
378143,Expeditors International,EXPD,US3021301094,8602292000,961232000,603760000,1128617000,25.86892,0.15846,92.38,15488357266,1098422.64286,-5916906000,169069250,2685386000,-1724154000,-1478840000,1012881000,,2858271000,0,2161598000,-44328000,678466000,-53338000,-327008000,-509758000,0.31217,0.11174,0.07019,0.27931,1.86931,
121214,EXXON MOBIL CORP,XOM,US30231G1022,217734000000,34416000000,7170000000,35980000000,22.5113,0.01983,37.8,159827218286,23262537.5,-149736000000,4270000000,67998000000,-33582000000,-10789000000,54947000000,22952000000,53016000000,69515000000,187153000000,2185000000,21705000000,-21862000000,-478000000,8940000000,0.3123,0.15806,0.03293,0.03831,5.01813,-1158000000
